xxfbsj,tqsk,tqyb
20250717,昨天白天全市90个乡镇出现40℃以上高温，秭归、夷陵日最高气温突破本站历史极值；后半夜出现分散性中雨到大雨，五峰长乐坪镇、渔洋关镇、宜都潘家湾乡、长阳高家堰镇、都镇湾镇5个乡镇出现暴雨，长阳大堰乡出现大暴雨，并伴有7-10级雷暴大风；最大累计雨量108.3毫米，最大小时雨强79.2毫米，极大风速26.3米/秒（10级），均出现在长阳大堰乡。,预计我市17-18日多云有分散性中雨到大雨，部分地区暴雨，并伴有短时强降水、雷暴大风等强对流天气，26～34℃；19日多云，局部阵雨，25～35℃。宜昌市气象台发布
20250718,昨天我市出现分散性阵雨或雷阵雨，夷陵、远安、点军、长阳、宜都的11个乡镇出现暴雨，远安花林寺镇出现大暴雨，并伴有6-8级雷暴大风；最大累计雨量100.6毫米（远安花林寺镇），最大小时雨强72.4毫米（10-11时，夷陵区分乡镇），极大风速18.0米/秒（8级，夷陵区樟村坪镇和猇亭区虎牙街道）。,预计我市18日多云有分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气，26～34℃；19日多云，局部阵雨，25～35℃；20日多云有阵雨，局部雨量较大，26～37℃。宜昌市气象台发布
20250719,昨天我市出现分散性阵雨或雷阵雨，并伴有短时强降水、6-8级雷暴大风。秭归、夷陵、五峰、长阳、猇亭区、远安等县市区的15个乡镇或街道出现暴雨，秭归九畹溪镇、屈原镇、茅坪镇出现大暴雨；最大累计雨量127.8毫米（秭归九畹溪镇），最大小时雨强56.4毫米（08-09时，远安旧县镇），极大风速18.6米/秒（8级，秭归县郭家坝镇）。,预计我市19日多云到晴，局地有强对流天气，25～35℃；20-21日有分散性中雨到大雨，局地暴雨，伴有短时强降水、雷暴大风等强对流天气，26～33℃。宜昌市气象台发布
20250720,昨天我市多云到晴，西部山区局部有阵雨；大部最高气温35～36℃，兴山40℃。,预计20日至22日受台风外围偏东气流影响，我市有分散性中雨到大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气；20日气温较高，25～36℃；21日至22日高温下降，25～33℃。宜昌市气象台发布
20250721,昨天白天我市多云到晴，大部最高气温35～36℃，兴山39℃；夜间有分散性阵雨，五峰中东部乡镇、长阳都镇湾镇等8个乡镇等出现暴雨，最大累计雨量99.3毫米，最大小时雨量63.5毫米，均出现在五峰渔洋关镇汉马池站；降水时局部伴有6到8级阵风。,预计21日至23日受台风外围偏东气流影响，我市有分散性中雨到大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气，最高气温30～33℃，最低气温24～26℃。宜昌市气象台发布
20250722,昨天我市出现分散性阵雨或雷阵雨，五峰、长阳、秭归、宜都的22个乡镇出现暴雨，其中，五峰、长阳的13个乡镇出现大暴雨，全市最大累计雨量252.8毫米，出现在五峰五峰镇黄粮坪站；最大小时雨量66.7毫米（21日10-11时），出现在长阳渔峡口镇板凳坳站；降水时局部伴有6到8级阵风；大部最高气温29～34℃。,预计22日我市有分散性中雨到大雨，部分地区暴雨，局部大暴雨，伴有短时强降水、雷暴大风等强对流天气，25～30℃；23日中雨到大雨，25～29℃；24日晴到多云，局部阵雨，25～33℃。宜昌市气象台发布
20250723,昨日我市出现大雨到暴雨，局部大暴雨，伴有短时强降水、雷暴大风等强对流天气。71个乡镇或街道累计雨量≥50毫米，夷陵、长阳、远安、秭归共计19个乡镇累计雨量≥100毫米，最大累计雨量143毫米，出现在远安县鸣凤镇花园站，最大小时雨量56.5毫米（23日02-03时），出现在夷陵区黄花镇三峡大瀑布站。雷雨时伴有7～9级阵风，极大风速24.2m/s（9级，22日16时55分），出现在秭归郭家坝镇郭家坝站。,预计23日我市有分散性中雨，局部大雨到暴雨，伴有短时强降水、雷暴大风，25～29℃；24-25日晴天到多云，局部阵雨，25～35℃。宜昌市气象台发布
20250724,昨日我市大部出现分散性中雨到大雨，夷陵区、猇亭区、宜都、枝江、秭归等地共计16个乡镇或街道累计雨量≥50毫米，最大累计雨量99.1毫米，出现在宜都松木坪镇彭家桥站；最大小时雨量51.9毫米（12-13时），出现在猇亭区云池街道猇亭站。,预计24日多云，午后到傍晚西部地区有分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气，25～33℃；25日至26日晴到多云，局部阵雨，26～36℃。宜昌市气象台发布
20250725,昨日我市大部出现分散性阵雨，五峰、长阳、秭归、夷陵共13个乡镇出现大雨，其中五峰长乐坪镇、长阳大堰乡、龙舟坪镇、高家堰镇、贺家坪镇共5个乡镇出现暴雨，最大累计雨量73.3毫米，出现在五峰长乐坪镇三教庙站；最大小时雨量62.5毫米（16-17时），出现在长阳龙舟坪镇王家棚站。,预计我市25日至27日晴天到多云，局部阵雨或雷阵雨，26～36℃。宜昌市气象台发布
20250726,昨日我市多云到晴，午后西部山区局地阵雨或雷阵雨；最高气温大部35～37℃，最低气温25～27℃。,预计我市26日多云到晴，午后局部雷阵雨，26～36℃；27-28日多云有阵雨，26～35℃。宜昌市气象台发布
20250727,昨日我市多云到晴，午后部分地区出现阵雨或雷阵雨；最高气温36～38℃，最低气温24～29℃。,预计未来三天，我市大部以多云天气为主，午后到傍晚有分散性阵雨或雷阵雨，局部伴有强对流天气，25～36℃。宜昌市气象台发布
20250728,昨日我市天气晴热，午后到夜间出现分散性阵雨或雷阵雨，局部伴有短时强降水、7～9级阵风，最大累计雨量30.9毫米（长阳龙舟坪镇）；最高气温35～38℃，最低气温24～29℃。,预计未来三天，我市以晴热高温天气为主，午后到傍晚有分散性阵雨或雷阵雨，局部伴有强对流天气，25～36℃。宜昌市气象台发布
20250729,昨日我市天气晴热，午后到夜间出现分散性阵雨；最高气温35～36℃，兴山39℃，最低气温25～28℃。,预计29日至30日我市天气晴热，午后到夜间有分散性阵雨，局部伴有雷暴大风、短时强降水等强对流天气，27～37℃；31日晴到多云，午后局部有雷阵雨，26～36℃。宜昌市气象台发布
20250730,昨日我市天气晴热，午后到夜间局部有阵雨；最高气温36～39℃，最低气温25～28℃。,预计30日我市天气晴热，午后到夜间有分散性阵雨，局部伴有雷暴大风、短时强降水等强对流天气，27～37℃；31日至8月1日天气晴热，午后局部有阵雨，26～37℃。宜昌市气象台发布
20250731,昨日我市天气晴热，午后到夜间东南部出现分散性阵雨或雷阵雨，局部伴有短时强降水、7～8级阵风，最大累计雨量45.7毫米（枝江七星台镇）；最高气温36～37℃、兴山40℃，最低气温25～28℃、兴山23℃。,预计31日至8月2日天气晴热，午后局部阵雨，26～37℃。宜昌市气象台发布
20250801,昨日我市晴天到多云；最高气温35～37℃、兴山40℃，最低气温24～27℃。,预计8月1日至3日我市晴天到多云，午后局部阵雨或雷阵雨，26～37℃。宜昌市气象台发布
20250802,昨日我市晴天到多云；最高气温36～39℃、兴山40℃，最低气温23～27℃。,预计8月2日至4日我市晴天到多云，午后局部阵雨或雷阵雨，25～38℃。宜昌市气象台发布
20250803,昨日我市晴到多云，傍晚到夜间西部出现分散性阵雨或雷阵雨，局部伴有短时强降水，最大累计雨量30.3毫米（秭归梅家河乡）；最高气温36～39℃、兴山40℃，最低气温26～29℃。,预计8月3日至5日我市晴天到多云，午后局部阵雨或雷阵雨，27～38℃。宜昌市气象台发布
20250804,昨日我市晴到多云，午后到傍晚西部地区出现分散性阵雨或雷阵雨，局部伴有短时强降水，最大累计雨量76.5毫米（五峰牛庄乡）；最高气温36～39℃、兴山40℃，最低气温26～29℃。,预计8月4日至5日我市晴天到多云，午后局部阵雨或雷阵雨，28～38℃；6日多云，有分散性阵雨或雷阵雨，27～37℃。宜昌市气象台发布
20250805,昨日我市晴到多云，午后局部出现阵雨或雷阵雨；最高气温37～39℃、兴山41℃，最低气温26～29℃。,预计8月5日我市晴天到多云，午后到夜间有分散性阵雨或雷阵雨，局部伴有强对流天气，28～38℃；6日多云转阵雨，27～36℃，7日多云有分散性阵雨或雷阵雨，26～34℃。宜昌市气象台发布
20250806,昨日我市晴到多云，午后局部出现阵雨或雷阵雨；最高气温38～39℃、兴山41℃，最低气温27～30℃。,预计我市8月6日多云有阵雨或雷阵雨，午后到夜间局部伴有强对流天气，27～36℃；7日多云有阵雨，27～34℃；8日多云到晴，午后到夜间有分散性阵雨或雷阵雨，27～36℃。宜昌市气象台发布
20250807,昨日我市午后到夜间出现分散性短时强降水、雷暴大风等强对流天气。其中五峰、长阳、西陵区、远安和夷陵区的9个乡镇或街道出现暴雨，最大累计雨量117.9毫米（远安花林寺镇），最大小时雨量81.8毫米（18-19时，五峰渔洋关镇）；雷雨时伴有6～8级阵风，极大风速19.0m/s（西陵区窑湾街道）；最高气温36～38℃、兴山41℃，最低气温26～28℃。,预计我市8月7日多云，午后到夜间有分散性短时强降水、雷暴大风等强对流天气，26～34℃；8-9日多云到晴，午后到夜间有阵雨或雷阵雨，27～36℃。宜昌市气象台发布
20250808,昨日我市午后到夜间出现分散性短时强降水、雷暴大风等强对流天气。其中西陵区、伍家岗区、点军区、夷陵区、长阳、五峰、远安和当阳的17个乡镇或街道出现暴雨，最大累计雨量95.0毫米，最大小时雨量78.4毫米（7日22-23时），均出现在夷陵区龙泉镇水府庙站；最高气温34～36℃、兴山39℃，最低气温24～27℃。,预计我市8月8日多云有分散性阵雨，局部伴有短时强降水、雷暴大风等强对流天气，26～35℃；9日阵雨转中到大雨，局部暴雨，26～35℃；10日中到大雨，局部暴雨到大暴雨，25～30℃。宜昌市气象台发布
20250809,昨日我市午后到夜间出现分散性短时强降水、雷暴大风等强对流天气，其中兴山县黄粮镇、秭归县郭家坝镇、夷陵区三斗坪镇共计3个乡镇出现暴雨，最大累计雨量91.7毫米，出现在兴山县黄粮镇水磨溪站；最大小时雨量53.5毫米，出现在夷陵区三斗坪镇杨家溪站（20-21时）和秭归郭家坝镇擂鼓台站（18-19时）；最高气温34～36℃、兴山39℃，最低气温25～28℃。,预计我市8月9日南部地区多云转雷阵雨，北部多云转大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气，26～35℃；10日中到大雨，局部暴雨，25～29℃；11日大雨到暴雨，局部大暴雨，24～27℃。宜昌市气象台发布
20250810,昨天我市大部出现大雨到暴雨，部分乡镇大暴雨，伴有短时强降水、雷暴大风等强对流天气。全市共计77个乡镇或街道累计雨量≥50毫米，19个乡镇或街道累计雨量≥100毫米；最大累计雨量146.4毫米，出现在秭归茅坪镇百竹苑站；最大小时雨量92.5毫米（17时-18时），出现在夷陵区邓村乡黄金河站；最高气温35～39℃、兴山39℃，最低气温24～25℃。,预计我市8月10日西部阴天有大雨到暴雨，局地大暴雨，其余地区阴天有中到大雨，局部伴有短时强降水、雷暴大风等强对流天气，23～28℃；11日阴天有大雨到暴雨，局部大暴雨，22～27℃；12日阴天有大雨，局部暴雨，22～26℃。宜昌市气象台发布
20250811,昨天我市西部、北部出现大雨到暴雨，局部大暴雨，其余地区中雨到大雨。全市共计50个乡镇或街道累计雨量≥50毫米，其中16个乡镇或街道累计雨量≥100毫米；最大累计雨量185.9毫米，出现在五峰渔洋关镇清水湾站；最大小时雨强45.2毫米（13-14时），出现在长阳资丘镇天河坪站。,预计我市11日南部大雨到暴雨，局部大暴雨，北部阴天有中雨到大雨，局部暴雨，22～25℃；12日北部中雨到大雨，南部大雨到暴雨，局部大暴雨，22～24℃；13日多云有分散性阵雨，23～30℃。宜昌市气象台发布
20250812,昨天我市中南部县市中雨到大雨，局部暴雨或大暴雨，其余地区小雨。全市共计21个乡镇或街道累计雨量≥50毫米，最大累计雨量105.8毫米，出现在当阳市半月镇半月站；最大小时雨强32.2毫米（11日08-09时），出现在当阳市半月镇枯树岭站。,预计我市12日大部中到大雨，五峰、长阳、秭归、夷陵等局地暴雨，22～24℃；13-14日多云有分散性阵雨，23～32℃。宜昌市气象台发布
20250813,昨天我市大部出现大雨，兴山、五峰、当阳、枝江、夷陵局部暴雨。全市共计14个乡镇累计雨量≥50毫米，最大累计雨量84.8毫米，出现在兴山县南阳镇店子坪站；最大小时雨强33.0毫米（12日11-12时），出现在枝江市七星台镇张家场站。,预计我市13日北部阴天转多云，南部小雨转多云，局部中雨，22～30℃；14-15日多云有分散性阵雨，局部雨量较大，24～33℃。宜昌市气象台发布
20250814,昨天我市大部小雨转多云，最高气温28～31℃，兴山34℃，最低气温22～23℃。,预计我市14-15日多云有分散性阵雨，部分地区雨量较大，并伴有短时强降水、大风等强对流天气，24～34℃；16日多云到晴，局部有阵雨，24～36℃。宜昌市气象台发布
20250815,昨天午后到夜间我市出现分散性阵雨或雷阵雨，伴有短时强降水、雷暴大风等强对流天气。全市共计30个乡镇或街道累计雨量≥25毫米，8个乡镇或街道累计雨量≥50毫米；最大累计雨量88.3毫米，出现在长阳资丘镇崩尖子站；最大小时雨量36.4毫米（00时-01时），出现在长阳都镇湾镇雪山河站。雷雨时伴有7-9级、局部11级阵风，极大风速30.1米/秒（11级，19时52分），出现在长阳鸭子口乡鸭子口站。,预计我市15日多云有分散性阵雨，局部伴有短时强降水、雷暴大风等强对流天气，24～34℃；16-17日多云到晴，西部有阵雨，25～36℃。宜昌市气象台发布
20250816,昨天我市多云有阵雨，秭归、五峰局部出现中雨或大雨，最大累计雨量31.3毫米（五峰镇后河站）；最高气温30～33℃，最低气温22～25℃。,预计我市16日多云到晴，西部有阵雨，24～35℃；17-18日晴到多云，午后局部有阵雨，25～36℃。宜昌市气象台发布
20250817,昨天我市晴到多云，午后局地阵雨；最高气温34～36℃，最低气温23～26℃。,预计我市未来三天晴到多云，午后西部山区局地有阵雨，26～37℃。宜昌市气象台发布
20250818,昨天我市晴到多云，傍晚西部局地出现阵雨或雷阵雨，最大累计雨量21.7毫米（长阳渔峡口镇）；最高气温36～37℃，最低气温23～26℃。,预计我市未来三天大部晴到多云，午后西部山区局地有阵雨或雷阵雨，26～37℃。宜昌市气象台发布
20250819,昨天我市晴到多云；最高气温35～38℃，最低气温24～27℃。,预计我市未来三天大部晴到多云，午后西部局地有阵雨或雷阵雨，26～36℃。宜昌市气象台发布
20250820,昨天午后到夜间我市出现分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气；最大累计雨量39.7毫米，出现在夷陵三斗坪镇三斗坪站；最大小时雨量29.9毫米（14时至15时），出现在长阳磨市镇高家岭站。雷雨时伴有6-8级阵风，极大风速20.4米/秒（8级，14时45分），出现在猇亭区虎牙街道猇亭古战场站。最高气温34～36℃，最低气温23～27℃。,预计我市20日晴到多云，午后西部有阵雨或雷阵雨，25～36℃；21-22日多云到晴，午后到夜间有分散性阵雨或雷阵雨，25～35℃。未来三天我市局部有短时强降水、雷暴大风等强对流天气。宜昌市气象台发布
20250821,昨天午后到夜间我市出现分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气。秭归屈原镇、杨林桥镇及郭家坝镇累计雨量≥50毫米；最大累计雨量55.6毫米，最大小时雨量40.8毫米，均出现在秭归屈原镇长江村站；雷雨时伴有6-8级阵风。最高气温34～37℃，最低气温24～27℃。,预计我市21-23日多云到晴，午后到夜间有分散性阵雨或雷阵雨，局部有短时强降水、雷暴大风等强对流天气，25～35℃。宜昌市气象台发布
20250822,昨天我市大部多云到晴，午后到夜间出现分散性阵雨或雷阵雨，伴有短时强降水、雷暴大风等强对流天气。全市共10个乡镇累计雨量≥50毫米；最大累计雨量101.8毫米，出现在夷陵樟村坪镇樟村坪林场站，最大小时雨量53.0毫米，出现在兴山古夫镇咸水河站；雷雨时伴有6-8级阵风。最高气温32～35℃，最低气温23～27℃。,预计我市22日至23日多云，有分散性阵雨或雷阵雨，局部有短时强降水、雷暴大风等强对流天气，25～34℃；24日多云到晴，25～35℃。宜昌市气象台发布
20250823,昨天我市大部多云，午后到夜间出现分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气。全市共5个乡镇累计雨量≥50毫米，最大累计雨量73.1毫米，最大小时雨量57.6毫米（19-20时），均出现在远安花林寺镇太平站；雷雨时伴有6-8级阵风，极大风速17.2m/s（8级，16时16分），出现在秭归梅家河乡梅家河站。,预计我市23日多云，午后到夜间有分散性阵雨或雷阵雨，局部有短时强降水、雷暴大风等强对流天气，24～35℃；24日至25日多云到晴，午后局地有阵雨或雷阵雨，25～37℃。宜昌市气象台发布
20250824,昨天我市大部多云，午后出现分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气。最大累计雨量43.0毫米，最大小时雨量41.9毫米（16-17时），均出现在夷陵区龙泉镇雷家畈站；雷雨时伴有6-8级阵风，极大风速18.5m/s（8级，15时54分），出现在夷陵小溪塔街道夷陵站。,预计我市24日至26日以多云到晴天气为主，午后局地有阵雨或雷阵雨，最低气温25～26℃，最高气温35～37℃。宜昌市气象台发布
20250825,昨天我市大部多云到晴，夜间西部、北部县市出现分散性雷阵雨天气。最大累计雨量36.5毫米，出现在秭归杨林桥镇杨林桥站，最大小时雨强20.3毫米（19-20时），出现在秭归杨林桥镇酉阳站；雷雨时伴有7-9级、局部11级阵风，极大风速29.5m/s（11级，19时53分），出现在秭归茅坪镇庙堡站。,预计我市25日至27日以晴到多云天气为主，午后局地有阵雨或雷阵雨，最低气温24～26℃，最高气温36～39℃。宜昌市气象台发布
20250826,昨天我市大部晴到多云，最高气温36～39℃；西部、北部县市午后至傍晚出现分散性雷阵雨，并伴有雷暴大风和短时强降水等强对流天气。其中夷陵东城试验区、小溪塔街道、黄花镇出现10～12级雷暴大风，极大风速35.5m/s（12级，17时40分），出现在夷陵东城试验区鄢家河站；最大累计雨量36.4毫米（夷陵小溪塔街道小溪塔城区站），夷陵小溪塔街道出现小冰雹。,预计26日至28日我市晴到多云，午后局地有阵雨或雷阵雨，伴有雷暴大风、短时强降水等强对流天气，最低气温24～26℃，最高气温37～39℃。宜昌市气象台发布
20250827,昨天我市大部晴到多云，最高气温36～37℃；西部、北部县市午后至前半夜出现分散性雷阵雨，局部伴有短时强降水和雷暴大风等强对流天气。其中夷陵区（邓村乡）、兴山县（古夫镇）、秭归县（郭家坝镇）共计3个乡镇累计雨量≥50毫米；最大累计雨量106.4毫米，出现在夷陵区邓村乡庙垭站；最大小时雨量60.5毫米（19-20时），出现在夷陵区邓村乡黄金河站；雷雨时伴有6-8级阵风，极大风速17.4m/s（8级，23时51分），出现在夷陵区分乡镇百里荒站。,预计27日至28日我市晴到多云，午后西部有分散性阵雨或雷阵雨，25～37℃；29日多云有阵雨，局部雨量较大，25～35℃。27-29日局部伴有短时强降水、雷暴大风等强对流天气。宜昌市气象台发布
20250828,昨天我市大部晴到多云，秭归、兴山、夷陵、长阳等地午后出现分散性短时强降水、雷暴大风等强对流天气。最大累计雨量59.4毫米，最大小时雨量50.5毫米（16-17时），均出现在秭归茅坪镇青林口站；雷雨时伴有5-7级阵风，极大风速17.0m/s（7级，16时40分），出现在秭归茅坪镇青林口站。最高气温36～38℃。,预计28日我市天气晴热，午后到夜间有分散性阵雨或雷阵雨，25～38℃；29-30日多云有分散性中雨到大雨，局部暴雨，25～35℃。此外，28-30日雷雨时，局部会伴有短时强降水、雷暴大风等强对流天气。宜昌市气象台发布
20250829,昨日我市大部天气晴热，中西部地区午后到夜间出现阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气。最大累计雨量78.1毫米，最大小时雨量55.7毫米（15-16时），均出现在秭归杨林桥镇杨林桥站；雷雨时伴有6-9级阵风，极大风速23.3m/s（9级），出现在宜都高坝洲镇青林谜镇站（15:44）和秭归屈原镇长江村站（16:54）。最高气温36～38℃。,预计29-31日多云有分散性中雨到大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气；未来三天气温逐步下降，29日气温26～36℃，30日气温24～33℃，31日气温23～30℃。宜昌市气象台发布
20250830,昨日我市午后出现分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风、小冰雹等强对流天气。全市共计16个乡镇累计雨量≥50毫米，最大累计雨量107.9毫米，最大小时雨量82.8毫米（15-16时），均出现在点军区土城乡王家坝水厂站；雷雨时伴有6-9级阵风，极大风速24.3m/s（9级，16时25分），出现在当阳玉阳街道当阳国家站。最高气温32～35℃。,预计8月30日多云转分散性中雨到大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气，25～32℃；31日阴天有阵雨，夜间西南部地区转中雨到大雨，24～29℃；9月1日阴天有分散性中雨到大雨，24～28℃。宜昌市气象台发布
20250831,昨日我市出现分散性中雨到大雨，局部暴雨，并伴有短时强降水、雷暴大风等强对流天气。全市共计26个乡镇或街道累计雨量≥50毫米，最大累计雨量92.1毫米，最大小时雨量57.4毫米（16-17时），均出现在远安河口乡漳沐站；雷雨时伴有6-9级阵风，极大风速23.4m/s（9级），出现在西陵区夜明珠街道葛洲坝站（20时19分）。,预计8月31日阵雨转中雨到大雨，局部暴雨，24～29℃；9月1日北部阵雨，南部分散性小雨到中雨，24～32℃；2日多云有分散性阵雨，24～33℃。宜昌市气象台发布
20250901,昨日我市多云有分散性阵雨或雷阵雨，局部暴雨，并伴有短时强降水、雷暴大风等强对流天气。全市共计4个乡镇或街道累计雨量≥50毫米，最大累计雨量78.6毫米（五峰长乐坪镇百年关站），最大小时雨量49.2毫米（13-14时，五峰仁和坪镇升子坪站）；极大风速18.3m/s（8级，13时41分），出现在长阳龙舟坪镇桃坪站。,预计9月1日多云，局部阵雨，24～32℃；2-3日多云有分散性阵雨或雷阵雨，24～32℃。宜昌市气象台发布
20250902,昨日我市多云，局部有阵雨；最高气温32～34℃，最低气温22～24℃。,预计2-4日大部多云，有分散性阵雨或雷阵雨，局部伴有短时强降水、雷暴大风等强对流天气，24～33℃。宜昌市气象台发布
20250903,昨日我市多云，局部有阵雨；最高气温30～33℃，最低气温24～26℃。,预计3-4日多云有分散性阵雨或雷阵雨，24～32℃；5日多云转中到大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气，24～35℃。宜昌市气象台发布
20250904,昨日我市出现分散性阵雨或雷阵雨，伴有短时强降水、6～9级雷暴大风等强对流天气。全市共计19个乡镇或街道累计雨量≥100毫米，其中，猇亭区虎牙街道、夷陵区鸦鹊岭镇累计雨量≥250毫米，最大累计雨量290.7毫米，出现在猇亭区虎牙街道宜汉高速猇亭站；最大小时雨量97.2毫米（3日23时-4日00时），极大风速23.4m/s（9级，23时36分），均出现在枝江市安福寺镇胡家畈站。最高气温32～35℃，最低气温23～25℃。,预计4日多云有分散性阵雨或雷阵雨，局部伴有强对流天气，24～32℃；5日多云转中到大雨，局部暴雨，伴有短时强降水、雷暴大风等强对流天气，25～35℃；6日阵雨转阴天，25～30℃。宜昌市气象台发布
20250905,昨日我市出现分散性阵雨或雷阵雨，伴有短时强降水、6～8级雷暴大风等强对流天气。夷陵区（黄花镇、乐天溪镇）、长阳（高家堰镇）共3个乡镇累计雨量≥100毫米，最大累计雨量150.6毫米，出现在夷陵区黄花镇牛坪站，最大小时雨量88.2毫米（20-21时），出现在夷陵区乐天溪镇唐家坝站；极大风速18.5m/s（8级，18时52分），出现在秭归县归州镇吴家沟站。最高气温大部30～34℃，兴山36℃。,预计5日多云转分散性大雨到暴雨，局部大暴雨，伴有短时强降水、雷暴大风等强对流天气，25～34℃；6日阴天有间断小雨，西部局部中雨，23～28℃；7日阴天到多云，西部有阵雨，22～29℃。宜昌市气象台发布
20250906,昨日我市出现分散性大雨到暴雨，局地大暴雨，伴有短时强降水、7～9级雷暴大风等强对流天气。全市共计45个乡镇或街道累计雨量≥50毫米，其中远安、五峰、长阳、夷陵、点军区共14个乡镇或街道累计雨量≥100毫米；最大累计雨量182.4毫米（远安鸣凤镇花园站），最大小时雨量79.7毫米（21-22时，点军桥边镇鸣翠谷站）；极大风速23.8m/s（9级，22时01分，夷陵小溪塔街道夷陵站）。,预计6日阴天有分散性阵雨或雷阵雨，局部大雨或暴雨，伴有短时强降水等强对流天气，24～29℃；7-8日多云有分散性阵雨，局部伴有短时强降水、雷暴大风等强对流天气，24～31℃。宜昌市气象台发布
20250907,昨日我市小到中雨转阴天；最高气温25～29℃；最低气温21～23℃。,预计7日多云，午后西部有阵雨，气温23～30℃；8日多云有分散性阵雨，局部伴有短时强降水、雷暴大风等强对流天气，24～32℃；9日多云，午后西部有阵雨。气温24～30℃。宜昌市气象台发布
20250908,昨日我市大部多云，西部有阵雨，兴山南阳镇出现暴雨，最大累计雨量82.5毫米（兴山南阳镇龙门河站），最大小时雨量34.7毫米（8日1-2时，兴山南阳镇湘坪站）；最高气温大部28～32℃，兴山34℃；最低气温23～25℃。,预计8日多云有分散性阵雨，局部雨量较大，伴有短时强降水等强对流天气，24～30℃；9-10日多云，西部、南部有阵雨。气温24～29℃。宜昌市气象台发布
20250909,昨日我市多云有分散性阵雨或雷阵雨，长阳龙舟坪镇、秭归两河口镇、五峰渔洋关镇和长乐坪镇出现暴雨，最大累计雨量69.6毫米（长阳龙舟坪镇王家棚站）；中东部地区和沿江河谷一带出现5～8级偏北阵风，极大风速17.9m/s(8级，当阳半月镇枯树岭站)；最高气温29～32℃，最低气温20～22℃。,预计9日我市多云，南部局部阵雨，气温22～29℃；10-11日多云有分散性阵雨，气温23～29℃。宜昌市气象台发布
20250910,昨日我市多云，南部有阵雨；最高气温28～33℃；最低气温21～24℃。,预计10-11日阴天到多云，有分散性阵雨，局部雨量较大，23～28℃；12日中雨，南部地区局部大雨或暴雨，伴有短时强降水、雷暴大风等强对流天气，气温22～28℃。宜昌市气象台发布
20250911,昨日我市阴天有分散性阵雨，枝江百里洲镇、七星台镇出现大雨到暴雨；最高气温大部25～27℃，兴山30℃；最低气温22～23℃。,预计11日阵雨转中雨，中东部地区局部有大雨或暴雨，23～28℃；12日中雨，西部地区局部有大雨或暴雨，23～26℃；13日阴天有小雨，21～26℃。宜昌市气象台发布
20250912,昨日我市多云有分散性阵雨或雷阵雨，远安、当阳局部出现暴雨到大暴雨，伴有短时强降水等强对流天气。全市共计5个乡镇累计雨量≥100毫米，最大累计雨量140.0毫米（当阳市淯溪镇水田湾站），最大小时雨量64.6毫米（22-23时，当阳市庙前镇杨树河水库站）。最高气温大部28～32℃；最低气温21～24℃。,预计12日中雨到大雨，局部暴雨，22～25℃；13日北部小雨转多云，南部阴天有中雨，局部大雨，21～26℃；14日多云有分散性阵雨或雷阵雨，22～30℃。宜昌市气象台发布
20250913,昨日我市出现分散性中雨到大雨，部分地区暴雨，局部大暴雨。全市39个乡镇或街道累计雨量≥50毫米，其中秭归沙镇溪镇、五峰湾潭镇累计雨量≥100毫米；最大累计雨量114.7毫米，出现在五峰湾潭镇，最大小时雨量49.8毫米（19-20时），出现在秭归沙镇溪镇。最高气温大部23～26℃，兴山30℃，最低气温20～22℃。,预计13日北部小雨转阴天，南部阴天有中雨，局部大雨，21～26℃；14-15日多云，午后到夜间有分散性阵雨或雷阵雨，23～33℃。宜昌市气象台发布
20250914,昨日我市南部县市出现分散性阵雨或雷阵雨，伴有短时强降水等强对流天气。全市13个乡镇或街道累计雨量≥50毫米，其中6个乡镇累计雨量≥100毫米；最大累计雨量142.5毫米，出现在高新区白洋镇白洋站，最大小时雨量68.2毫米（14日03-04时），出现在宜都枝城镇枝城站。最高气温大部24～26℃，兴山29℃，最低气温21～22℃。,预计14日阴天有阵雨，南部局部中到大雨，22～27℃；15日多云，局部阵雨，23～34℃；16日多云转阵雨，夜间北部有中到大雨，24～35℃。宜昌市气象台发布
20250915,昨日我市阴天有分散性阵雨，五峰、宜都局部中雨。最高气温大部27～29℃，兴山33℃，最低气温22～23℃。,预计15日多云有分散性阵雨，23～32℃；16日多云转阵雨，北部夜间中雨，局部大雨到暴雨，伴有强对流天气，23～34℃；17日小雨转阴天，气温有所下降，风力加大，20～28℃。宜昌市气象台发布
