xh,ssxq,xxmc,szdq,xxlb,xxxz,sjzgbm,adress,link_phone,Complaint_Hotline,Zip_code,zsfs,xxjj,szf,xzf,zzs,official_website,wxewm,xxzp
11,龙舟坪学区,长阳土家族自治县龙舟坪镇宝箭山小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县龙舟坪镇王子石村三组,0717-5102912,0717-5335085,443501,统一招生,长阳土家族自治县龙舟坪镇宝箭山小学始创于1986年，是一所公办全日寄宿制完全小学,0,0,0,,,https://data.yichang.gov.cn/karma/pic/295b42d8-684a-40eb-9e6b-55d8212c7958.jpeg
12,龙舟坪学区,长阳土家族自治县龙舟坪镇两河口小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳县龙舟坪镇两河口村四组034号,0717-5449198,0717-5335085,443500,统一招生,龙舟坪镇两河口小学位于长阳土家族自治县城西14公里外八百里清江画廊支流沿头溪与厚丰溪交汇处，毗邻著名的天柱山、迤逦清江方山风景区。学校师生倚山而居，傍水而文。名山生智慧，秀水孕大美。学校现有1-6年级，6个教学班，在籍在校学生178人，现有学生食堂1栋、门房1间、学生宿舍1栋、教师周转宿舍楼1栋、教学楼1栋。为进一步提升学校形象，提高办学品质，特在传承学校已有文化的基础上，提炼出“青山生慧 绿水润美”的办学理念、“朴实 坚韧 善良 奋进”的校训。,0,0,0,,https://data.yichang.gov.cn/karma/pic/575d1ee5-94c9-4686-96e1-15877c498902.jpeg,https://data.yichang.gov.cn/karma/pic/70055d3e-36e6-44bf-9862-32fa3754000b.png
13,磨市学区,长阳土家族自治县磨市镇救师口初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县磨市镇兴师路26号,0717-5481211,0717-5335085,443505,统一招生,长阳土家族自治县救师口初级中学学校始创于1958年，是一所公办全日制初中。学校位于长阳土家族自治县磨市镇兴师路26号，占地面积27950平方米，建筑面积8408平方米，服务对象为磨市镇的学生。学校现有教学班级9个，学生390人，教职工53人。,0,0,0,http://cyx.i.yce21.cn/index.php?r=space/school/theme/index&sid=f5bba76f22f04da0a607412b296e3483,https://data.yichang.gov.cn/karma/pic/7de3a405-658c-4e97-b9fe-ac529d0b6bb8.jpeg,https://data.yichang.gov.cn/karma/pic/40d0cc06-aff4-4c1b-8a58-31a49abfbd7f.jpeg
14,磨市学区,长阳土家族自治县磨市镇救师口小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县磨市镇救师口村一组（一桥街2号）,0717-5481218,0717-5335085,443505,统一招生, 救师口小学简介 “东有高坝洲，西有隔河岩，两库拥明珠，碧水生 云烟。”磨市镇具有独特的区位优势，美好的发展前景。 救师口小学地处磨市集镇中心地段，青山相依，碧水为 邻。学校办学历史悠久，可追溯到解放前。2010年，根 据镇域教育形势的发展需要，由原救师口小学、柳家院 小学、芦溪小学合并，在救师口中学原址组建成立新的 救师口小学，2017年峰山小学并入，2020年黄荆庄小 学并入。至此，救师口小学服务全镇10.5个行政村，服务半径18公里。 2023年秋季，在籍学生人数591人，15个班。在编在岗教职工49人，我镇为柑桔之乡，为彰显本土 特色，以“桔”为载体，打造“桔文化”体系。以“桔润童年  幸福成长”为办学理念，形成一训三风：校训为“桔品立 德 书香启智”，校风为“向上向阳 向善向美”，教风为“春 风化雨 润物无声”，学风为“同心同德 同向同行”，依托 一训三风，确定学生的培养目标是“身心健康 全面发 展”，教师的发展目标为“阳光向上 教学相长”，学校的 建设目标是“书香校园、人文校园、生态校园、智慧校 园”。 2020年秋季，学校努力改善校容校貌，加强校园文 化建设、绿化建设和美化建设，成功创建宜昌市现代化 先进学校。,0,0,0,http://i.yce21.cn/index.php?r=space/school/theme/index&sid=7e9a3475c390446eb4cad51a1cf26da3,https://data.yichang.gov.cn/karma/pic/0be191de-10ed-4348-9a88-1bd90d71fdd9.jpeg,https://data.yichang.gov.cn/karma/pic/b0135759-daff-4221-8bc3-bdc798d3dcfe.jpeg
15,大堰学区,长阳土家族自治县大堰乡大堰初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县大堰想大堰村一组中学路7号,07175900235,0717-5335085,443508,统一招生,"学校始建于1965年，占地面积28784平方米，校舍建筑面积 10343平方米，有8个教学班，学生339人，教职工44人，专任教师学历达标率100%，其中高级教师11人，一级教师21人，省市级骨干教师1人、学科带头人10人、名师1人、明星班主任2人。“三尺讲台，终岁莫问荣枯事；两袖清风，回首只闻桃李香。”大中老师们以高度的教育责任、满腔的育人热忱，谱写了大堰教育事业的华美篇章。
学校营造阳光环境，设施配套到位。“追逐阳光，成就梦想”的文化石是大中美丽校园的耀眼明珠，是环境育人的点睛之笔；一寸光阴一寸金，毅然伫立在大中校园内的日晷，悄然地迎接着大中的日夜更替。学校通过长期的规划和扩建，现在整个校园布局合理，设有现代化的运动场及健身场所，已建成200米的环形跑道及硅PU运动场，校园环境优美整洁，绿化面积达1987平方米，绿化率为34%，为学生的健康成长提供了强力保障。
培育阳光文化，引领学校发展。阳光是万物生长的根本，是希望，是光明，是不懈前行的动力。大堰初级中学一直努力打造一个大山深处的阳光校园。学校以“阳光”文化为主题，以“追光筑梦”为学校校训，以“为健康成长搭台、为阳光人生奠基”为办学理念。在近60年的历史沉淀中，学校形成了“至高至明 融合卓越”的校风，“致精致微 点亮心光”的教风，“志勤志远 明辨笃行”的学风。尊重学生个性，彰显学校特色，积淀学校文化，形成学校精神，以高起点引领学生奔向辉煌的明天。
近年来，学校取得丰硕的办学成果：（荣誉的背后浸润着大中人兢兢业业的付出，镌刻着大中人熠熠生辉的名字。一次次卓越的成绩，是成长的馈赠，更是前行的动力。）
推行阳光德育，实施精细管理。学校实施党组织领导的校长负责制，在“为健康成长搭台，为阳光人生奠基”的办学理念指导下，不断建立健全德育管理制度，优化德育教育资源，以专题教育为载体，坚持每周一节班团活动课，每周一个德育主题，每月一次“校园之星”评比话动，树立正面典型，释放正能量；学校建立学生档案，实施“留守儿童”“单亲家庭”的关爱工程；家校共建，双向奔赴，共育花开，共同为每一个孩子的健康成长保驾护航。
提供阳光场所，筑梦培育英才。以乡村“少年宫”活动为载体的学生社团，一直是我校一道亮丽的风景线。绘画、乐器、书法、棋类、球类、舞蹈、美术、演讲与口才、数理思维和科技制作等各类兴趣活动，可谓异彩纷呈。书海溢香，个性舒展，科技体验，成就梦想。
搭建阳光舞台，尽显师生风采。一年一度的科技体育艺术节是我校一场盛大聚会，集运动会、文艺表演、作业展览、科技作品展览、学科晚会、各班风采展示、寝室教室文化布置、阳光学生颁奖晚会、学生个人特长展示等活动为一体，让艺术节不仅成为个人能力展示的舞台，更让它成为所有师生的精神大餐。给大中学子搭建挖掘潜能、施展才干的舞台，让学生的梦想萌芽启航。
开展阳光活动，主题丰富多彩。“国旗下讲话”启迪学生心智，“阳光体育活动”、学雷锋活动、推普活动、缅怀烈士活动、植树节活动、教师节尊师爱师专题活动、国庆庆祝活动，以传统节日端午节、中秋节、重阳节、春节为契机，对学生进行爱国主义教育、传统文化教育和人格养成教育，滋润学生心田。“阳光班级”、“阳光寝室”、“阳光团队”等评比活动，培养学生养成良好的学习生活习惯。（可以以视频和图片呈现）
打造阳光课堂，落实三级课程。一所学校，文化是灵魂，课程是心脏，学校在落实国家课程的基础上，开展专题系列的地方课程，结合本地特色，打造土家娃、长阳娃、中国娃的阳光德育校本课程，让地域文化基因成为学生成长的根，还有以强身健体为目标打造的排球特色校本课程。校本研修有自己的理论体系和校本特色。
阳春布德泽，万物生光辉。阳光普照校园，洒进每个角落，照亮大中学子风华正茂的青春。我们共同努力，一起打造一个大堰人民骄傲和自豪的阳光校园，让这颗来自长阳人发源地的教育明星熠熠生辉。",0,0,0,https://i.yce21.cn/manage/user/home,https://data.yichang.gov.cn/karma/pic/b641144f-087d-4bf7-b835-2b6a566a1745.jpeg,https://data.yichang.gov.cn/karma/pic/014b135a-a716-4369-be67-2ad2a04cf40f.jpeg
16,大堰学区,长阳土家族自治县大堰乡小坳子小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县大堰乡钟家湾村一组,15072558928,0717-5335085,443508,统一招生,"长阳土家族自治县大堰乡小坳子小学地处钟家湾村、长阳人遗址旁。解放前为地主家私塾，1958年成立小坳子中学，1963年至1996年，分别为长阳六中、小坳子农业中学、大堰职业高级中学，1996年恢复为小坳子中学，2006年中学拆点，变更为小坳子小学。至今，学校经历了六十多年的办学历史，文化底蕴十分深厚。 
2022年秋季学期五六年级合并至文曲星希望小学，学校现有一至四年级四个教学班，学生26人，任课教师10人。学校以“天天向上 必成良材”的思想办学，形成了“撑起一片蓝天，让小草与鲜花共享阳光”的教育理念，把 “像树一样成长”作为我们的育人目标，将学生培养为乐观、朴实、坚韧、有志向的新时代农村小学生。
",0,0,0,,https://data.yichang.gov.cn/karma/pic/add72d73-b6ad-4293-8e8d-cf5f245db587.jpeg,https://data.yichang.gov.cn/karma/pic/dca7a649-b7bb-4cde-bf8d-95eaf8c8156b.jpeg
17,大堰学区,长阳土家族自治县大堰乡文曲星希望小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县大堰乡大堰村小学路2号,07175903350,0717-5335085,443508,统一招生,"大堰乡文曲星希望小学原名“大堰小学”，创办于1950年8月，已有70年的办学历史。2000年“北京金远见有限责任公司”捐款40万元新建了教学楼，学校更名为“大堰乡文曲星希望小学”，以寄托“让每一个从这里走
出去的孩子都如文曲星下凡，成为国之栋梁”的美好愿望。2023年秋季学期，文曲星希望小学共有11个教学班，427名学生，36名在职老师。
文曲星希望小学以“星”文化为主，“星”字上为“日”，意思是
太阳、阳光，是光的源泉。下为“生”，理解为生命、生长。“星”的
整体意思为：让学生在阳光的照耀下，欣欣向荣拔节生长，最终成为自带星光积极向上的发光体，不仅可以点亮自己，更可以辉映他人。
基于此，学校以“星”为载体，努力打造“星文化校园”。
一、理念：繁星争日月花儿向阳开
虽然我校历史悠久，一代又一代的文小人励精图治，奋发图强，
为改变学校的办学条件，为建设美丽的乡村学校披星戴月，不辞辛劳。
到目前为止，学校仍在进行基础建设。全体教师以不畏艰难，无私奉
献的精神状态，奋战在乡村教育的第一线，竭尽全力为乡村贡献自己
的能量。努力成为乡村教育最闪亮的星星。
文曲星的孩子们是积极向上的，学生人数多，目前校园面积小，
硬件设施落后，孩子们克服重重困难，努力学习，健康成长。“学校
繁星争日月1花儿向阳开
全面改薄”项目的实施和现代化先进学校创建，让我们看到了新希望。
老师们成为孩子的引路人、指路灯，学生都将成为沐浴阳光，健康成
长的未来之星。
二、办学目标：打造美丽乡村星校园
三、校训：点亮自己辉映他人
四、校风：乐而不厌群星璀璨
五、教风：乐教笃行伴星成长
六、学风：乐学博采晨星起航
七、学校星文化课程体系
（一）星辉课程（五角星德育课程）：
爱国主义教育、感恩教育、学生行为习惯养成教育、少儿礼仪教
育、安全教育、劳动教育等。
（二）星光课程（国家课程、地方课程）：
基础性学科课程+星阅读、星思维、群星课本剧等。
（三）星火课程（校本课程）：
土家土校本课程、文学类社团、艺术类社团、体育类社团、科技
类社团等。
八、学校星评价体系
（一）五星少年：
立德（德）、求知（智）、健体（体）、尚美（美）、励志（劳）
（二）五星教师：
爱心、格局、情怀、素养、作为
繁星争日月2花儿向阳开
（三）五星服务：
服务态度、服务水平、服务质量、团结协作、开拓创新
（四）五星班级：
健康教育、文明礼仪、勤奋好学、安全守纪、清洁环保
（五）五星寝室：
个人卫生、爱护公物、文明守纪、和谐团结、环境整洁",0,0,0,,https://data.yichang.gov.cn/karma/pic/40cedf91-59e6-4e8a-bb9e-7977b5602caf.jpeg,https://data.yichang.gov.cn/karma/pic/5dba348d-d78a-48ae-9897-14362720b7e5.jpeg
18,都镇湾鸭子口学区,长阳土家族自治县都镇湾镇宝塔初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县都镇湾镇庄溪村二组,0717-5907016,0717-5335085,443509,统一招生,宝塔初级中学始创于1971年，迄今已有52年办学历史，是一所有着悠久历史和丰厚底蕴的农村初级中学，占地面积25199㎡，校舍建筑面积10778.14㎡，9个教学班。从2011年开始，教学楼、科技楼、学生食堂餐厅、教师周转房、学校运动场、女生宿舍相继交付使用。女生已全部实现单人单铺，男女生寝室均配有空气能热水供应系统、每层都有供学生使用的卫生间。目前，学校已完成教学楼和男生寝室厕所改造及牛奶室改造，教室、学生寝室都已安装空调，护眼灯已安装投入使用。学校已有50台电脑的微机室一个，口语室一个，音乐室和美术室各一个，可容纳两百多人报告厅一个。建有科技活动室1个、室内乒乓球室1个，美术作品展览室一个。有可供全校师生同时进餐的餐厅；有风雨运动场和足球场。学校现有9个教学班，378名学生；学校拥有250m的环形跑道和100m的直道，篮球场2个，排球场2个。,0,0,0,http://btzx.i.yce21.cn/,https://data.yichang.gov.cn/karma/pic/f0f8da37-b675-4a69-b5ba-6c189367399a.jpeg,https://data.yichang.gov.cn/karma/pic/bb91ce6e-389b-4c00-87da-063a4dba3eda.jpeg
19,都镇湾鸭子口学区,长阳土家族自治县都镇湾镇麻池中小学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县都镇湾镇麻池村一组365号,0717-5426458,0717-5335085,443511,统一招生,"我校现有学生206人，9个教学班，九年一贯制学校，属于教育规划长期保留学校。其中，初中生86人，3个教学班；小学生120人，6个教学班。教职工人数28人,其中专任教师27人；学校占地面积11626平方米；校舍面积5144平方米，绿化面积2381平方米。学校配有相应实验室、图书室、微机室等功能室，其中标准化小学科学实验室、物理实验室、化学实验室各一个，各种仪器配备达到国家配备标准。学生拥有图书14500册。其中小学6904册，生均达到25册；初中7596册，生均52册，全部为近2年配备的新书。其中，国家配备4500册，企业和个人捐赠10000册。",0,0,0,https://i.yce21.cn/index.php?r=space/school/theme/index&sid=8138850e9aee46f3a98b0b6510ca06bb,https://data.yichang.gov.cn/karma/pic/b72cd426-43e7-40eb-b29d-8aae4cf68b4a.jpeg,https://data.yichang.gov.cn/karma/pic/94d66ca6-f84e-4b47-9359-d18c1836a22c.jpeg
20,都镇湾鸭子口学区,长阳土家族自治县鸭子口乡厚浪沱初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县鸭子口乡厚浪沱村一组,13508609730,0717-5335085,443505,统一招生,“向王天子一只角，吹出一条清江河”，沿清江逆流而上，途径古巴人发祥地武落钟离山，上行不远有一道幽深的峡谷，鸭子口乡中心学校就掩藏在这个峡谷的右岸。鸭子口乡中心学校源于厚浪沱李氏族学，始建于1939年。1959年春创办初中，史称“长阳七中”。1988年隔河岩库区移民迁址到现居位置。2003年3月全县教育体制改革，改名为鸭子口乡中心学校。2020年9月，更名为鸭子口乡厚浪沱初级中学。,0,0,0,https://i.yce21.cn/index.php?r=space/school/theme/index&sid=d0f195bab13d4195a2ca54b8a1b23e8c,https://data.yichang.gov.cn/karma/pic/8a354799-931d-4fbf-9a38-9a6d05fd9025.jpeg,https://data.yichang.gov.cn/karma/pic/e6e44869-7631-4fb2-9870-ef67e7cc3c55.jpeg
21,都镇湾鸭子口学区,长阳土家族自治县都镇湾镇庄溪小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县都镇湾镇庄溪村四组,0717-5903901,0717-5335085,443509,统一招生,"庄溪小学位于长阳县都镇湾镇庄溪村，于2013年秋季由原安坡小学、向王桥小学、宝塔小学、大栗树小学四校合并至庄溪集镇东侧，定名为庄溪小学，水陆交通便利。校园占地近四万平方米，建筑面积九千平方米，学校服务区辖全镇14个行政村，现有18个教学班。庄溪小学是一所规模较大的寄宿保育制学校，可容纳上千学子就读。拥有一流的现代化设施设备，每间教室安装有电子白板、玻璃黑板，每层教学楼都有卫生间、直饮水。新建的综合楼设有计算机室、实验室、图书室、录播教室、电子琴室等专项功能教室。拥有条件舒适的学生宿舍，学校配有专职保育员和辅导员，学生浴室配有空气能热水器。拥有宽敞的餐厅，桌椅整齐，餐盘洁净，食堂配餐花样多，营养好。庄溪小学拥有年轻有为的领导班子，工作务实，善于创新，与时俱进；拥有团结进取的教师队伍，业务精良，勤奋好学，师德高尚。

一流的硬件设施催生一流的教育教学质量。学校先后获“湖北省学校文化建设百强校”、“湖北省首批中华优秀文化艺术传承学校”、“民族文化进校园示范学校”，宜昌市“义务教育现代化先进学校”、“非物质文化传承基地”、“宜昌市A级食堂”，县镇级“先进基层党组织”、“先进学校”、“示范学校”、“校本研修示范学校”、“示范家长学校”、“山区中小学器乐教学的教育价值研究优秀实验学校”、“消防安全教育示范学校”、“国培计划（2015）先进单位”等50余项殊荣。教师在市、县级优质课竞赛中获奖30余人次，教研论文、教学案例、教育随笔等在各级刊物发表80余篇，学生在各级组织的英语口语、习作、书法、绘画、演讲等各项竞赛中，获奖200余人次。",0,0,0,http://i.yce21.cn/index.php?r=space/school/portal/index/index&sid=e3b12b5536e34d09b7301ee76df475c1,https://data.yichang.gov.cn/karma/pic/eed159f4-4834-4249-9329-8bcd05500d0e.jpeg,https://data.yichang.gov.cn/karma/pic/6478617f-4e81-413e-b65d-b63a4de137ed.jpeg
22,都镇湾鸭子口学区,长阳土家族自治县都镇湾镇龙潭坪民族小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县都镇湾镇立志坪村三组65号,15972712452,0717-5335085,443509,统一招生,我校现有学生15人，三个教学班，其中学前班9人，一年级3人，二年级3人。,0,0,0,https://i.yce21.cn/space/index.php?r=center/person/index&sid=44337686fb5e420482776fdd23f9f4d7,无,https://data.yichang.gov.cn/karma/pic/28449672-bde4-467a-b741-150233711d60.png
23,都镇湾鸭子口学区,长阳土家族自治县鸭子口乡刘坪小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县鸭子口乡刘坪村一组74号,15172383133,0717-5335085,443512,统一招生,长阳土家族自治县鸭子口乡刘坪小学坐落于风景秀丽的天柱山麓、刘坪湖畔。我们学校占地面积是4600平方米，校舍建筑面积是4916平方米。学校现有功能室六个，分别是阅览室、图书室、微机室、音乐室、美术室和实验室。2019年2月新建标准学生食堂及140座的学生餐厅正式投入使用。近年来，学校秉承“纳山水灵秀，育七彩少年”的办学理念，积极打造我校“七彩教育”办学特色，努力提高农村学校办学内涵，取得了丰硕的办学成果。学校先后荣获“农村寄宿保育制示范学校”等众多殊荣。,0,0,0,http://i.yce21.cn/index.php?r=space/school/theme/index&sid=942f922d4c97461b9444523d23e2ac6e,https://data.yichang.gov.cn/karma/pic/d6d0b5d6-b38f-44be-8930-aa0e56b0878f.jpeg,https://data.yichang.gov.cn/karma/pic/84cc0923-b1ce-4861-8488-bac1988977c7.jpeg
24,资丘火烧坪学区,长阳土家族自治县资丘镇资丘初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳资丘镇资丘村资丘村五组,0717-5472058,0717-5335085,443514,统一招生,资丘初级中学  学校始创于 1905  年，是一所 公办 （公办、民办）全日制  初中。学校位于 长阳土家族自治县资丘镇学院路 ，占地面积 28023平方米  ，建筑面积  11020平方米  ，服务对象为  资丘镇、火烧坪乡  （区域）的学生。学校现有教学班级 11个，学生 520 人，教职工 63人。,0,0,0,,https://data.yichang.gov.cn/karma/pic/8dc18710-05e9-41c1-b21d-75af918ba245.jpeg,https://data.yichang.gov.cn/karma/pic/3c74e5c3-15d0-4d6b-82b1-35dad3b59da3.png
25,资丘火烧坪学区,长阳土家族自治县火烧坪乡火烧坪中小学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳火烧坪乡兴业街71号,15171749585,0717-5335085,443515,统一招生,火烧坪中小学   始创于  1964    年，是一所  公办      全日制  九年一贯制       学校。学校位于  火烧坪乡青树包村一组    ，占地面积  7800m2  ，建筑面积 3500 m2   ，服务对象为   火烧坪乡及周边乡镇      （区域）的学生。学校现有教学班级   9    个，学生121人，教职工   27人。,0,0,0,,https://data.yichang.gov.cn/karma/pic/75efaae8-21aa-43d1-8f5a-13974fb10310.jpeg,https://data.yichang.gov.cn/karma/pic/70b3a789-a47e-41fb-a505-e3957cf7b657.png
26,资丘火烧坪学区,长阳土家族自治县资丘镇资丘小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳资丘镇资丘村三组,17771288484,0717-5335085,443514,统一招生,长阳土家族自治县资丘镇资丘小学学校始创于1905年，是一所 公办全日制 小学 。学校位于长阳土家族自治县资丘镇资丘村三组 ，占地面积21892平方米，建筑面积16840.92平方米，服务对象为 资丘镇的学生。学校现有教学班级16个，学生 680人，教职工57人。,0,0,0,,https://data.yichang.gov.cn/karma/pic/4b276d6c-2134-4946-8552-1f9b6c2e01fa.jpeg,https://data.yichang.gov.cn/karma/pic/0fb9273e-627a-45cc-8803-c6098827801b.png
27,渔峡口学区,长阳土家族自治县渔峡口镇渔峡口初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县渔峡口镇渔坪村五组夷城路38号,13487245498,0717-5335085,443516,统一招生,渔峡口初级中学坐落在美丽的清江河畔——巴国古都夷城。学校现址于1985年5月开工，于1986年9月竣工，校名为“渔峡口镇重点中学”。1987年9月学校更名为“渔峡口初级中学”，设重点班，与枝柘坪分片招生。1996年9月，为全面普及九年义务教育，学校更名为“渔峡口镇第一初级中学”。2000年9月，镇第二初级中学并入我校，学校更名为“渔峡口镇初级中学”，两校合一，分南北校区。2003年3月，学校更名为“渔峡口镇中心学校”。2019年8月随县管校聘改革，学校更名为“渔峡口初级中学”。,0,0,0,,https://data.yichang.gov.cn/karma/pic/530eca2d-49b1-4beb-b2fe-9727b094ecc4.png,https://data.yichang.gov.cn/karma/pic/f0a16632-5374-4492-80a1-1a3bcc1ad53a.png
28,渔峡口学区,长阳土家族自治县渔峡口镇渔坪小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县渔峡口镇渔坪村二组157号,13872690015,0717-5335085,443516,统一招生,渔坪小学始建于1937年（民国26年），名为渔峡口联保小学，新中国建立后改名为长阳县第十一完全小学，1974年改为渔坪中小学，现为渔坪小学。，是一所公办全日制镇级中心小学。,0,0,0,,https://data.yichang.gov.cn/karma/pic/86a8c403-1608-47bc-9785-fea3054f5f7e.png,https://data.yichang.gov.cn/karma/pic/98935dec-2590-4749-91bd-2b0760672f64.png
29,渔峡口学区,长阳土家族自治县渔峡口镇枝柘坪小学,长阳土家族自治县,小学,公办,长阳土家族自治县教育局,长阳土家族自治县渔峡口镇枝柘坪村三组188号,13972038454,0717-5335085,443516,统一招生,枝柘坪小学始建于1950年，是一所公办全日制村级小学。,0,0,0,,https://data.yichang.gov.cn/karma/pic/205c1f25-c74b-4750-a7e5-251e9f612484.png,https://data.yichang.gov.cn/karma/pic/fd508777-fd3a-42cd-9781-04ccb605fa3f.png
30,榔坪学区,长阳土家族自治县榔坪镇榔坪初级中学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县榔坪镇社坪村二组,13886698985,0717-5335085,443522,统一招生,榔坪初级中学始创于 1958年，是一所公办全日制初中。学校位于长阳县榔坪镇社坪村二组 ，占地面积 42754平方米，建筑面积12788平方米 ，服务对象为榔坪镇的学生。2023年秋季，学校有教学班级9 个，学生419人，教职工 50 人。学校确立了以“水润书香”为主题的校园文化，秉承“以水为魂，开启智慧源泉；以人为本，提升生命价值”的办学理念，积淀形成了“不积小流，无以成江海”的校训，凝神培育“自强不息，勇往直前，不断进步，追求卓越”的学校精神。,0,0,0,https://cyx.i.yce21.cn/index.php?r=space/school/portal/index/index&sid=a7f3650279b942d0887cc051dc52e04e,https://data.yichang.gov.cn/karma/pic/a328a477-352c-4dc0-acb1-e5e51ae400c7.jpeg,https://data.yichang.gov.cn/karma/pic/1fb69e79-76eb-4b3f-93af-a3782f1524e2.png
31,榔坪学区,长阳土家族自治县榔坪镇乐园中小学,长阳土家族自治县,初中,公办,长阳土家族自治县教育局,长阳土家族自治县榔坪镇秀峰桥村二组,13469849490,0717-5335085,443522,统一招生,乐园初级中学始创于民国21年，2022年申请后与秀峰桥小学正式合并更名为乐园中小学，是一所公办全日制九年一贯制学校。学校位于榔坪镇秀峰桥村二组，占地面积15541平方米，建筑面积10500平方米，服务对象为榔坪镇乐园片区5个行政村的学生。学校现有教学班级14个，学生545人，在编教职工56人。,0,0,0,,https://data.yichang.gov.cn/karma/pic/9d39ff9f-f6d8-4dcd-bd3a-1451f8dbe03e.jpeg,无
