ssxzqh,bm,mc,lx,lb
420581,H42058102187,枝城余家桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102188,枝城沿江村卫生室,定点医疗机构,村卫生室                      
420581,H42058102189,枝城大堰堤村卫生室,定点医疗机构,村卫生室                      
420581,H42058102190,枝城龙王台村卫生室,定点医疗机构,村卫生室                      
420581,H42058102191,枝城九道河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102192,枝城梁家畈村卫生室,定点医疗机构,村卫生室                      
420581,H42058102193,枝城钟家冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102194,枝城官垱村卫生室,定点医疗机构,村卫生室                      
420581,H42058102195,枝城纸坊冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102196,枝城六里冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102197,枝城全心畈村卫生室,定点医疗机构,村卫生室                      
420581,H42058102198,枝城阳和岭村卫生室,定点医疗机构,村卫生室                      
420581,H42058102199,枝城泉水河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102200,枝城洋津畈村卫生室,定点医疗机构,村卫生室                      
420581,H42058102201,枝城回龙垱村卫生室,定点医疗机构,村卫生室                      
420581,H42058102202,枝城黎家坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102203,枝城赤溪河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102204,枝城架锅山村卫生室,定点医疗机构,村卫生室                      
420581,H42058102205,枝城环城村卫生室,定点医疗机构,村卫生室                      
420581,H42058102206,枝城五峰山村卫生室,定点医疗机构,村卫生室                      
420581,H42058102207,枝城解家冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102208,潘家湾杉木坑村卫生室,定点医疗机构,村卫生室                      
420581,H42058102209,潘家湾乡潘家湾村卫生室,定点医疗机构,村卫生室                      
420581,H42058102210,潘家湾沈家冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102211,潘家湾将军山村卫生室,定点医疗机构,村卫生室                      
420581,H42058102212,潘家湾栗树垴村卫生室,定点医疗机构,村卫生室                      
420581,H42058102213,潘家湾南冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102214,潘家湾望洲坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102215,潘家湾吕家坳村卫生室,定点医疗机构,村卫生室                      
420581,H42058102216,潘家湾梁山村卫生室,定点医疗机构,村卫生室                      
420581,H42058102235,红花套镇红花套社区卫生室,定点医疗机构,村卫生室                      
420581,H42058102236,红花套镇杨家畈村卫生室,定点医疗机构,村卫生室                      
420581,H42058102237,红花套镇渔洋溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102238,红花套镇周家河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102239,红花套镇吴家岗村卫生室,定点医疗机构,村卫生室                      
420581,H42058102240,红花套镇窑坡垴村卫生室,定点医疗机构,村卫生室                      
420581,H42058102241,红花套镇大溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102242,红花套镇南桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102243,红花套镇红花套村卫生室,定点医疗机构,村卫生室                      
420581,H42058102244,红花套镇鄢家沱村卫生室,定点医疗机构,村卫生室                      
420581,H42058102386,聂家河柑子园村卫生室,定点医疗机构,村卫生室                      
420581,H42058102387,聂家河邓家桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102388,聂家河肖家岗村卫生室,定点医疗机构,村卫生室                      
420581,H42058102389,聂家河肖家隘村卫生室,定点医疗机构,村卫生室                      
420581,H42058102390,聂家河丁家坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102391,聂家河白家淌村卫生室,定点医疗机构,村卫生室                      
420581,H42058102392,聂家河凤凰池村卫生室,定点医疗机构,村卫生室                      
420581,H42058102393,聂家河镇聂家河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102394,聂家河王家坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102395,陆城街道龙窝村卫生室,定点医疗机构,村卫生室                      
420581,H42058102396,陆城街道驿马冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102397,陆城街道十里铺村卫生室,定点医疗机构,村卫生室                      
420581,H42058102398,陆城街道头笔社区卫生室,定点医疗机构,村卫生室                      
420581,H42058102399,宜都星瑞国悦福诊所,定点医疗机构,普通诊所                    
420581,H42058102400,陆城街道亮家垴村卫生室,定点医疗机构,村卫生室                      
420581,H42058102401,陆城街道太保湖村卫生室,定点医疗机构,村卫生室                      
420581,H42058102402,陆城街道宝塔湾村卫生室,定点医疗机构,村卫生室                      
420581,H42058102403,陆城街道三江村卫生室,定点医疗机构,村卫生室                      
420581,H42058102404,陆城街道解放社区卫生室,定点医疗机构,村卫生室                      
420581,H42058102405,陆城街道中笔社区卫生室,定点医疗机构,村卫生室                      
420581,H42058102406,陆城街道尾笔村卫生室,定点医疗机构,村卫生室                      
420581,H42058102407,陆城街道车家店村卫生室,定点医疗机构,村卫生室                      
420581,H42058102408,陆城街道红春社区医务室,定点医疗机构,医务室                        
420581,H42058102409,王家畈大沟村卫生室,定点医疗机构,村卫生室                      
420581,H42058102411,宜都市姚家店镇长岭岗村卫生室,定点医疗机构,村卫生室                      
420581,H42058102412,宜都市姚家店镇红湖社区卫生室,定点医疗机构,村卫生室                      
420581,H42058102413,宜都市姚家店镇黄连头村卫生室,定点医疗机构,村卫生室                      
420581,H42058102414,宜都市姚家店镇姚家店村卫生室,定点医疗机构,村卫生室                      
420581,H42058102415,宜都市姚家店镇油榨坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102416,宜都市姚家店镇张家冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102417,宜都市姚家店镇过路滩村卫生室,定点医疗机构,村卫生室                      
420581,H42058102418,宜都市姚家店镇枫相树村卫生室,定点医疗机构,村卫生室                      
420581,H42058102419,姚家店镇莲花堰社区卫生室,定点医疗机构,村卫生室                      
420581,H42058102420,宜都市姚家店镇新桥河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102423,高坝洲镇中坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102424,高坝洲白鸭垴村卫生室,定点医疗机构,村卫生室                      
420581,H42058102425,高坝洲青林寺村卫生室,定点医疗机构,村卫生室                      
420581,H42058102426,高坝洲白洪溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102427,高坝洲曾家岗村卫生室,定点医疗机构,村卫生室                      
420581,H42058102428,高坝洲大战坡村卫生室,定点医疗机构,村卫生室                      
420581,H42058102429,高坝洲陈家岗村卫生室,定点医疗机构,村卫生室                      
420581,H42058102430,高坝洲宋山冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102431,高坝洲皓光村卫生室,定点医疗机构,村卫生室                      
420581,H42058102432,高坝洲湾市村卫生室,定点医疗机构,村卫生室                      
420581,H42058102433,王家畈镇王家畈村卫生室,定点医疗机构,村卫生室                      
420581,H42058102434,王家畈古水坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102435,王家畈下堡村卫生室,定点医疗机构,村卫生室                      
420581,H42058102436,王家畈全福河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102437,王家畈白玉垴村卫生室,定点医疗机构,村卫生室                      
420581,H42058102438,王家畈樟桂岭村卫生室,定点医疗机构,村卫生室                      
420581,H42058102439,王家畈双河桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102440,王家畈龙潭河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102441,王家畈夏家湾村卫生室,定点医疗机构,村卫生室                      
420581,H42058102442,王家畈横冲村卫生室,定点医疗机构,村卫生室                      
420581,H42058102443,王家畈白马溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102446,王家畈小河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102447,王家畈十三尖村卫生室,定点医疗机构,村卫生室                      
420581,H42058102448,王家畈老屋棚村卫生室,定点医疗机构,村卫生室                      
420581,H42058102449,松木坪镇茶元寺村卫生室,定点医疗机构,村卫生室                      
420581,H42058102450,松木坪镇双井寺村卫生室,定点医疗机构,村卫生室                      
420581,H42058102451,松木坪镇彭家桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102452,松木坪镇庙河村卫生室,定点医疗机构,村卫生室                      
420581,H42058102453,松木坪镇松木坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102454,松木坪镇江家湾村卫生室,定点医疗机构,村卫生室                      
420581,H42058102455,高坝洲天平山村卫生室,定点医疗机构,村卫生室                      
420581,H42058102457,王家畈绿竹溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102458,松木坪镇徐家湾村卫生室,定点医疗机构,村卫生室                      
420581,H42058102459,松木坪镇观音桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102460,松木坪镇泉水垱村卫生室,定点医疗机构,村卫生室                      
420581,H42058102461,松木坪镇金岗岭村卫生室,定点医疗机构,村卫生室                      
420581,H42058102462,五眼泉镇荷叶溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102463,五眼泉镇石门村卫生室,定点医疗机构,村卫生室                      
420581,H42058102464,五眼泉袁家榜村卫生室,定点医疗机构,村卫生室                      
420581,H42058102465,五眼泉镇望佛桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102466,五眼泉镇汉阳坪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102467,五眼泉镇鸡头山村卫生室,定点医疗机构,村卫生室                      
420581,H42058102468,五眼泉镇庙岗村卫生室,定点医疗机构,村卫生室                      
420581,H42058102469,五眼泉镇弭水桥村卫生室,定点医疗机构,村卫生室                      
420581,H42058102470,五眼泉镇拖溪村卫生室,定点医疗机构,村卫生室                      
420581,H42058102471,五眼泉镇响水洞村卫生室,定点医疗机构,村卫生室                      
420581,H42058102473,五眼泉镇龙口子村卫生室,定点医疗机构,村卫生室                      
420581,H42058102475,宜都曹卫华中医诊所,定点医疗机构,中医诊所                    
420581,H42058102495,宜都博鑫源诊所,定点医疗机构,中医诊所                    
420581,H42058102621,陆城街道清江社区医务室,定点医疗机构,医务室                        
420581,H42058102622,陆城街道名都社区医务室,定点医疗机构,医务室                        
420581,H42058102623,陆城街道胜利社区医务室,定点医疗机构,医务室                        
420581,H42058102624,陆城街道东风社区医务室,定点医疗机构,医务室                        
420581,H42058102625,陆城街道锦江社区医务室,定点医疗机构,医务室                        
420581,H42058102641,陆城街道八字桥社区医务室,定点医疗机构,医务室                        
420581,H42058102661,宜都家福养老院医务室,定点医疗机构,医务室                        
420581,H42058102689,宜都雅美口腔诊所,定点医疗机构,口腔诊所                    
420581,H42058102691,宜都姚家店盛景堂中医诊所,定点医疗机构,中医诊所                    
420581,H42058102739,宜都陆城康盛中医诊所,定点医疗机构,中医诊所                    
420581,H42058102757,宜都天宜医院,定点医疗机构,综合医院            
420581,H42058102833,宜都市黄志强口腔诊所,定点医疗机构,口腔诊所                    
420581,H42058102882,宜都冉涛诊所,定点医疗机构,普通诊所                    
420581,H42058102886,宜都向家秀口腔诊所,定点医疗机构,口腔诊所                    
420581,H42058102903,宜昌康馨优养医院,定点医疗机构,综合医院            
420581,H42058102930,宜都陆城兴谊诊所,定点医疗机构,普通诊所                    
420581,H42058102955,宜都文峰诊所,定点医疗机构,普通诊所                    
420581,H42058102957,博众口腔宜都门诊部,定点医疗机构,口腔门诊部                  
420581,H42058102967,宜都德邻院诊所,定点医疗机构,普通诊所                    
420581,H42058102989,宜都家多福诊所,定点医疗机构,普通诊所                    
420581,H42058103019,宜都咿呀口腔医院,定点医疗机构,口腔医院          
420581,H42058103023,高坝洲镇中光社区卫生室,定点医疗机构,村卫生室                      
420581,H42058103036,宜都市疾病预防控制中心,定点医疗机构,其他专科门诊部              
420581,H42058103061,宜都张泽永中医诊所,定点医疗机构,中医诊所                    
420581,H42058103099,宜都同源堂诊所,定点医疗机构,普通诊所                    
420581,H42058103117,宜都分路碑呀科口腔诊所,定点医疗机构,口腔诊所                    
420581,H42058103134,宜都上和中医诊所,定点医疗机构,中医诊所                    
420581,H42058103138,宜都济和堂诊所,定点医疗机构,中医诊所                    
420582,H42058200041,当阳市坝陵街道黄林村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200042,当阳市坝陵街道照耀村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200043,当阳市坝陵街道坝陵村卫生室长岭分室,定点医疗机构,乡卫生院                    
420582,H42058200044,当阳市坝陵街道精耀村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200045,当阳市坝陵街道童台村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200046,当阳市坝陵街道苏河村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200047,当阳市坝陵街道何畈村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200048,当阳市坝陵街道木林村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200049,当阳市坝陵街道群华村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200050,当阳市坝陵街道慈化村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200051,当阳市坝陵街道群力村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200052,当阳市坝陵街道坝陵村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200053,当阳市坝陵街道群益村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200054,当阳市坝陵街道花园村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200055,当阳市坝陵街道国河村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200056,当阳市坝陵街道荣耀村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200057,当阳市坝陵街道鲁山村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200058,当阳市坝陵街道白庙村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200060,当阳市庙前镇普济寺村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200061,当阳市庙前镇桐树垭村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200062,当阳市庙前镇石马村卫生室新场分室,定点医疗机构,乡卫生院                    
420582,H42058200063,当阳市庙前镇石马村卫生室石马槽分室,定点医疗机构,乡卫生院                    
420582,H42058200064,当阳市庙前镇井岗村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200065,当阳市庙前镇清坪河村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200066,当阳市庙前镇旭光村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200067,当阳市庙前镇烟集村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200068,当阳市庙前镇林桥村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200069,当阳市庙前镇沙河村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200070,当阳市庙前镇鞍山村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200071,当阳市庙前镇李湾村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200072,当阳市庙前镇佟湖村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200073,当阳市庙前镇英雄村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200074,当阳市庙前镇长春村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200075,当阳市庙前镇山峰村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200076,当阳市庙前镇庙前村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200077,当阳市庙前镇石马村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200078,当阳市庙前镇巩河村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200079,当阳市庙前镇李店村卫生室,定点医疗机构,乡卫生院                    
420582,H42058200083,当阳市淯溪镇刘河村卫生室,定点医疗机构,村卫生室                      
420582,H42058200084,当阳市淯溪镇九冲村卫生室,定点医疗机构,村卫生室                      
420582,H42058200085,当阳市淯溪镇曹岗村卫生室,定点医疗机构,村卫生室                      
420582,H42058200086,当阳市淯溪镇龙井村卫生室,定点医疗机构,村卫生室                      
420582,H42058200087,当阳市淯溪镇洪桥铺村卫生室,定点医疗机构,村卫生室                      
420582,H42058200088,当阳市淯溪镇廖家垭村卫生室,定点医疗机构,村卫生室                      
420582,H42058200089,当阳市淯溪镇水田湾村卫生室,定点医疗机构,村卫生室                      
420582,H42058200090,当阳市淯溪镇马店村卫生室,定点医疗机构,村卫生室                      
420582,H42058200091,当阳市淯溪镇胜利村卫生室,定点医疗机构,村卫生室                      
420582,H42058200092,当阳市淯溪镇前明村卫生室,定点医疗机构,村卫生室                      
420582,H42058200093,当阳市淯溪镇红旗村卫生室,定点医疗机构,村卫生室                      
420582,H42058200094,当阳市淯溪镇同明村卫生室,定点医疗机构,村卫生室                      
420582,H42058200098,当阳市淯溪镇绿林山村卫生室,定点医疗机构,村卫生室                      
420582,H42058200099,当阳市淯溪镇洪锦村卫生室,定点医疗机构,村卫生室                      
420582,H42058200100,当阳市淯溪镇林河村卫生室,定点医疗机构,村卫生室                      
420582,H42058200101,当阳市淯溪镇勤丰村卫生室,定点医疗机构,村卫生室                      
420582,H42058200102,当阳市淯溪镇春新村卫生室,定点医疗机构,村卫生室                      
420582,H42058200103,当阳市淯溪镇中山村卫生室,定点医疗机构,村卫生室                      
420582,H42058200104,当阳市淯溪镇月潭河社区卫生室,定点医疗机构,村卫生室                      
420582,H42058200219,当阳市精神卫生中心,定点医疗机构,精神病医院        
420582,H42058200220,当阳长坂坡医院,定点医疗机构,综合医院            
420582,H42058200222,当阳何春莲诊所,定点医疗机构,普通诊所                    
420582,H42058200224,当阳杨云中医诊所,定点医疗机构,中医诊所                    
420582,H42058200228,当阳市中医医院,定点医疗机构,中医（综合）医院  
420582,H42058200229,当阳市人民医院,定点医疗机构,综合医院            
420582,H42058200230,当阳德众口腔医院,定点医疗机构,口腔医院          
420582,H42058200234,当阳郑新诊所,定点医疗机构,普通诊所                    
420582,H42058200235,当阳王华诊所,定点医疗机构,中西医结合诊所              
420582,H42058200237,当阳饶锦辉中医诊所,定点医疗机构,中医诊所                    
420582,H42058200238,当阳高敏口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200239,当阳王永丰口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200240,当阳市两河镇卫生院（当阳市两河镇妇幼保健计划生育服务站）,定点医疗机构,乡卫生院                    
420582,H42058200241,当阳市淯溪镇卫生院（当阳市淯溪镇妇幼保健计划生育服务站）,定点医疗机构,中心卫生院                  
420582,H42058200242,当阳张光裕诊所,定点医疗机构,普通诊所                    
420582,H42058200243,当阳市庙前镇卫生院（当阳市庙前镇妇幼保健计划生育服务站）,定点医疗机构,乡卫生院                    
420582,H42058200244,当阳市草埠湖镇卫生院（当阳市草埠湖镇妇幼保健计划生育服务站）,定点医疗机构,乡卫生院                    
420582,H42058200245,当阳市半月镇卫生院,定点医疗机构,乡卫生院                    
420582,H42058200247,当阳市王店镇卫生院（当阳市王店镇妇幼保健计划生育服务站）,定点医疗机构,乡卫生院                    
420582,H42058200249,当阳张云艳诊所,定点医疗机构,普通诊所                    
420582,H42058200250,当阳陈永龙口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200254,当阳蒋义诊所,定点医疗机构,中西医结合诊所              
420582,H42058200256,当阳谢爱青诊所,定点医疗机构,普通诊所                    
420582,H42058200257,当阳余玉修诊所,定点医疗机构,普通诊所                    
420582,H42058200258,当阳雷鹏诊所,定点医疗机构,普通诊所                    
420582,H42058200259,当阳柳家军中医诊所,定点医疗机构,中医门诊部                  
420582,H42058200260,当阳周文宜诊所,定点医疗机构,普通诊所                    
420582,H42058200263,当阳王艳华口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200264,当阳贺厚新口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200265,当阳肖美玲诊所,定点医疗机构,普通诊所                    
420582,H42058200266,当阳涂春玲诊所,定点医疗机构,普通诊所                    
420582,H42058200267,当阳张亮诊所,定点医疗机构,普通诊所                    
420582,H42058200268,当阳付攀娣口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200269,当阳杨小燕诊所,定点医疗机构,普通诊所                    
420582,H42058200270,当阳刘白桦中医诊所,定点医疗机构,中医诊所                    
420582,H42058200272,当阳市玉阳街道社区卫生服务中心,定点医疗机构,社区卫生服务中心
420582,H42058200330,当阳袁悦诊所,定点医疗机构,普通诊所                    
420582,H42058200678,当阳向斌诊所,定点医疗机构,普通诊所                    
420582,H42058200679,当阳刘承利中医诊所,定点医疗机构,中医诊所                    
420582,H42058200680,当阳詹红清诊所,定点医疗机构,普通诊所                    
420582,H42058200683,当阳周爱华口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200686,当阳干红兵诊所,定点医疗机构,其他诊所                    
420582,H42058200687,当阳市河溶镇卫生院,定点医疗机构,乡卫生院                    
420582,H42058200688,当阳市坝陵街道卫生院（当阳市坝陵街道社区卫生服务中心、当阳市坝陵街道妇幼保健计划生育服务站）,定点医疗机构,乡卫生院                    
420582,H42058200690,当阳黄相洪诊所,定点医疗机构,普通诊所                    
420582,H42058200691,当阳吴圣波口腔诊所,定点医疗机构,口腔诊所                    
420582,H42058200692,当阳曹良平诊所,定点医疗机构,普通诊所                    
420582,H42058200694,当阳市玉泉街道卫生院,定点医疗机构,乡卫生院                    
420582,H42058200695,当阳刘应柏中医诊所,定点医疗机构,中医诊所                    
420582,H42058200974,当阳市草埠湖镇楚城村卫生室,定点医疗机构,村卫生室                      
420582,H42058200979,当阳市草埠湖镇开源村卫生室,定点医疗机构,村卫生室                      
420582,H42058200980,当阳市草埠湖镇符台村卫生室,定点医疗机构,村卫生室                      
420582,H42058200981,当阳市草埠湖镇郑湖卫生室,定点医疗机构,村卫生室                      
420582,H42058200982,当阳市草埠湖镇南湖村卫生室,定点医疗机构,村卫生室                      
420582,H42058200983,当阳市草埠湖镇镇南村卫生室,定点医疗机构,村卫生室                      
420582,H42058200984,当阳市草埠湖镇台渡村卫生室,定点医疗机构,村卫生室                      
420582,H42058200988,当阳市草埠湖镇楚湖村卫生室,定点医疗机构,村卫生室                      
420582,H42058200989,当阳市两河镇双龙村卫生室,定点医疗机构,村卫生室                      
420582,H42058200990,当阳市两河镇民主村卫生室,定点医疗机构,村卫生室                      
420582,H42058200991,当阳市两河镇赵闸村卫生室,定点医疗机构,村卫生室                      
420582,H42058200992,当阳市两河镇麦城村卫生室,定点医疗机构,村卫生室                      
420582,H42058200993,当阳市两河镇群丰村卫生室,定点医疗机构,村卫生室                      
420582,H42058200994,当阳市两河镇群合村卫生室,定点医疗机构,村卫生室                      
420582,H42058201004,当阳市两河镇孙场村卫生室,定点医疗机构,村卫生室                      
420582,H42058201005,当阳市两河镇糜城村卫生室,定点医疗机构,村卫生室                      
420582,H42058201006,当阳市两河镇友谊村卫生室,定点医疗机构,村卫生室                      
420582,H42058201007,当阳市两河镇富里寺村卫生室,定点医疗机构,村卫生室                      
420582,H42058201008,当阳市半月镇龙台村卫生室,定点医疗机构,村卫生室                      
420582,H42058201009,当阳市半月镇先锋村卫生室,定点医疗机构,村卫生室                      
420582,H42058201010,当阳市半月镇宇宙村卫生室,定点医疗机构,村卫生室                      
420582,H42058201011,当阳市半月镇红光村卫生室,定点医疗机构,村卫生室                      
420582,H42058201012,当阳市两河镇胡场村卫生室,定点医疗机构,村卫生室                      
420582,H42058201013,当阳市半月镇燎原村卫生室,定点医疗机构,村卫生室                      
420582,H42058201014,当阳市半月镇紫盖村卫生室,定点医疗机构,村卫生室                      
420582,H42058201015,当阳市半月镇胡家湾村卫生室,定点医疗机构,村卫生室                      
420582,H42058201016,当阳市半月镇罗店村卫生室,定点医疗机构,村卫生室                      
420582,H42058201017,当阳市半月镇春光村卫生室,定点医疗机构,村卫生室                      
420582,H42058201018,当阳市半月镇泰山村卫生室,定点医疗机构,村卫生室                      
420582,H42058201020,当阳市河溶镇民合村卫生室,定点医疗机构,村卫生室                      
420582,H42058201021,当阳市河溶镇民耀村卫生室,定点医疗机构,村卫生室                      
420582,H42058201022,当阳市河溶镇红联村卫生室,定点医疗机构,村卫生室                      
420582,H42058201023,当阳市河溶镇建国村卫生室,定点医疗机构,村卫生室                      
420582,H42058201024,当阳市河溶镇红胜村卫生室,定点医疗机构,村卫生室                      
420582,H42058201025,当阳市河溶镇红日村卫生室,定点医疗机构,村卫生室                      
420582,H42058201026,当阳市河溶镇赵湖村卫生室,定点医疗机构,村卫生室                      
420582,H42058201027,当阳市河溶镇丁场村卫生室,定点医疗机构,村卫生室                      
420582,H42058201028,当阳市河溶镇前进村卫生室,定点医疗机构,村卫生室                      
420582,H42058201029,当阳市河溶镇观基寺村卫生室,定点医疗机构,村卫生室                      
420582,H42058201030,当阳市河溶镇官垱村卫生室,定点医疗机构,村卫生室                      
420582,H42058201031,当阳市河溶镇前合村卫生室,定点医疗机构,村卫生室                      
420582,H42058201032,当阳市河溶镇郭家场村卫生室,定点医疗机构,村卫生室                      
420582,H42058201033,当阳市河溶镇星火村卫生室,定点医疗机构,村卫生室                      
420582,H42058201034,当阳市河溶镇前程村卫生室,定点医疗机构,村卫生室                      
420582,H42058201035,当阳市河溶镇民新村卫生室,定点医疗机构,村卫生室                      
420582,H42058201036,当阳市玉阳街道坳口村卫生室,定点医疗机构,村卫生室                      
420582,H42058201037,当阳市玉阳街道北门村卫生室,定点医疗机构,村卫生室                      
420582,H42058201038,当阳市玉阳街道长坂村卫生室,定点医疗机构,村卫生室                      
420582,H42058201039,当阳市玉阳街道东群村卫生室,定点医疗机构,村卫生室                      
420582,H42058201040,当阳市玉阳街道和平村卫生室,定点医疗机构,村卫生室                      
420582,H42058201041,当阳市玉阳街道金塔村卫生室,定点医疗机构,村卫生室                      
420582,H42058201042,当阳市玉阳街道望城村卫生室,定点医疗机构,村卫生室                      
420582,H42058201043,当阳市玉阳街道新民村卫生室,定点医疗机构,村卫生室                      
420582,H42058201044,当阳市玉阳街道白龙村卫生室,定点医疗机构,村卫生室                      
420582,H42058201045,当阳市玉阳街道庆丰岗村卫生室,定点医疗机构,村卫生室                      
420582,H42058201047,当阳市河溶镇前英村卫生室,定点医疗机构,村卫生室                      
420582,H42058201048,当阳市河溶镇红明村卫生室,定点医疗机构,村卫生室                      
420582,H42058201049,当阳市河溶镇前华村卫生室,定点医疗机构,村卫生室                      
420582,H42058201070,当阳市玉阳街道窑湾村卫生室,定点医疗机构,村卫生室                      
420582,H42058201179,当阳市王店镇跑马村卫生室,定点医疗机构,村卫生室                      
420582,H42058201180,当阳市王店镇木店村卫生室,定点医疗机构,村卫生室                      
420582,H42058201181,当阳市王店镇史店村卫生室,定点医疗机构,村卫生室                      
420582,H42058201182,当阳市王店镇同心村卫生室,定点医疗机构,村卫生室                      
420582,H42058201183,当阳市王店镇黑土村卫生室,定点医疗机构,村卫生室                      
420582,H42058201184,当阳市王店镇满山红村卫生室,定点医疗机构,村卫生室                      
420582,H42058201185,当阳市王店镇泉河村卫生室,定点医疗机构,村卫生室                      
420582,H42058201186,当阳市王店镇严河村卫生室,定点医疗机构,村卫生室                      
420582,H42058201187,当阳市王店镇朝阳观村卫生室,定点医疗机构,村卫生室                      
420582,H42058201188,当阳市王店镇王店村卫生室,定点医疗机构,村卫生室                      
420582,H42058201346,当阳市玉泉街道子龙村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201347,当阳市玉泉街道焦堤村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201348,当阳市玉泉街道玉泉村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201349,当阳市玉泉街道合意村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201350,当阳市玉泉街道关陵庙村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201351,当阳市玉泉街道岩屋庙村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201352,当阳市玉泉街道金沙村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201353,当阳市玉泉街道柳林村卫生室,定点医疗机构,卫生所（室）                  
420582,H42058201354,当阳市玉泉街道百宝寨村卫生室,定点医疗机构,卫生所（室）                  
