xh,jgmc,zzjgdm,jjlx,wsjglb,jgflgl,sfggwsjg,xzqh
897,宜昌西陵珍珠路汪万年口腔门诊部,PDY021064,民营,诊所类,营利性医疗机构,,西陵区
898,宜昌西陵陈永全口腔诊所,PDY932968,民营,诊所类,营利性医疗机构,,西陵区
899,宜昌西陵方圆诊所,MA4FUYBY2,民营,诊所类,营利性医疗机构,,西陵区
900,宜昌高新德铭诊所,PDY846250,民营,诊所类,营利性医疗机构,,西陵区
901,宜昌高新张威口腔诊所,MACTBN5Y8,民营,诊所类,营利性医疗机构,,西陵区
902,宜昌高新饶松华佳诚口腔诊所,PDY846111,民营,诊所类,营利性医疗机构,,西陵区
903,湖北芈兰医疗美容诊所,PDY846939,民营,诊所类,营利性医疗机构,,西陵区
904,宜昌高新安生诊所,MA4ABWE93,民营,诊所类,营利性医疗机构,,西陵区
905,宜昌何定芳速愈诊所,PDY846314,民营,诊所类,营利性医疗机构,,西陵区
906,宜昌高新善方堂中医诊所,PDY846947,民营,诊所类,营利性医疗机构,,西陵区
907,宜昌高新景玺口腔诊所,PDY846322,民营,诊所类,营利性医疗机构,,西陵区
908,宜昌西陵在心聚德中医诊所,MACJQMHJ1,民营,诊所类,营利性医疗机构,,西陵区
909,宜昌西陵时代口腔门诊部,PDY933549,民营,诊所类,营利性医疗机构,,西陵区
910,宜昌西陵为明诊所,773921311,民营,诊所类,营利性医疗机构,,西陵区
911,宜昌杏林堂综合门诊部,PDY933653,民营,诊所类,营利性医疗机构,,西陵区
912,宜昌西陵芽医森口腔诊所,MAD2JP4P4,民营,诊所类,营利性医疗机构,,西陵区
913,宜昌西陵夷尔福云锦中医（综合）诊所,MAD8QK0F7,民营,诊所类,营利性医疗机构,,西陵区
914,宜昌西陵罗春艳仁康口腔诊所,MAD1XQ838,民营,诊所类,营利性医疗机构,,西陵区
915,宜昌西陵朱应喜中医诊所,MA4B15AE1,民营,诊所类,营利性医疗机构,,西陵区
916,宜昌西陵宜草堂业泰果园路诊所,MACKCMT23,民营,诊所类,营利性医疗机构,,西陵区
917,宜昌西陵欧城汪万年口腔门诊部,PDY933282,民营,诊所类,营利性医疗机构,,西陵区
918,宜昌西陵陈红芳中医诊所,PDY021347,民营,诊所类,营利性医疗机构,,西陵区
919,宜昌西陵五月艾中医诊所,MAE3K9QE9,民营,诊所类,营利性医疗机构,,西陵区
920,宜昌西陵龚大夫诊所,MA4AKHFA6,民营,诊所类,营利性医疗机构,,西陵区
921,宜昌西陵明珠诊所,MA48QT442,民营,诊所类,营利性医疗机构,,西陵区
922,宜昌西陵启安诊所,MA4BYNYY7,民营,诊所类,营利性医疗机构,,西陵区
923,宜昌西陵济承谭氏中医（综合）诊所,PDY933848,民营,诊所类,营利性医疗机构,,西陵区
924,宜昌西陵榕树家素龄中医诊所,MA4F31GP3,民营,诊所类,营利性医疗机构,,西陵区
925,宜昌西陵德道堂李氏诊所,PDY933821,民营,诊所类,营利性医疗机构,,西陵区
926,宜昌西陵白龙口腔诊所,MA4CTG584,民营,诊所类,营利性医疗机构,,西陵区
927,宜昌西陵白龙井社区居家养老服务中心医务室,PDY934058,民营,诊所类,营利性医疗机构,,西陵区
928,宜昌高新一心中医诊所,PDY846306,民营,诊所类,营利性医疗机构,,西陵区
929,宜昌城东爱民诊所,MA4B34TP0,民营,诊所类,营利性医疗机构,,西陵区
930,宜昌高新美佳口腔诊所,PDY846816,民营,诊所类,营利性医疗机构,,西陵区
931,宜昌高新健华诊所,MA4B175W2,民营,诊所类,营利性医疗机构,,西陵区
932,宜昌高新孙桥燕仁康诊所,L08342892,民营,诊所类,营利性医疗机构,,西陵区
933,宜昌西陵楚越口腔诊所,MACR4EWL9,民营,诊所类,营利性医疗机构,,西陵区
934,宜昌西陵壬子中医诊所,MAD5PQ803,民营,诊所类,营利性医疗机构,,西陵区
935,宜昌西陵孙长军中医（综合）诊所,MACRCTH57,民营,诊所类,营利性医疗机构,,西陵区
936,宜昌西陵前卫整形美容门诊部,PDY027415,民营,诊所类,营利性医疗机构,,西陵区
937,宜昌西陵中南中医门诊部,MAD3X8NNX,民营,诊所类,营利性医疗机构,,西陵区
938,宜昌西陵新概念口腔诊所,PDY021996,民营,诊所类,营利性医疗机构,,西陵区
939,宜昌西陵怀溶诊所,PDY028004,民营,诊所类,营利性医疗机构,,西陵区
940,宜昌西陵张帅中医（综合）诊所,PDY933397,民营,诊所类,营利性医疗机构,,西陵区
941,宜昌西陵沿江中医（综合）诊所,MACX7FMN6,民营,诊所类,营利性医疗机构,,西陵区
942,宜昌西陵宋会明中医诊所,217D21226,民营,诊所类,营利性医疗机构,,西陵区
943,宜昌西陵献福路善方堂中医诊所,MADWQRMM5,民营,诊所类,营利性医疗机构,,西陵区
944,宜昌西陵仁德诊所,PDY021881,民营,诊所类,营利性医疗机构,,西陵区
945,宜昌西陵康健诊所,PDY020491,民营,诊所类,营利性医疗机构,,西陵区
946,宜昌西陵陈正安诊所,MA4B0MEF6,民营,诊所类,营利性医疗机构,,西陵区
947,宜昌西陵天佑诊所,PDY021136,民营,诊所类,营利性医疗机构,,西陵区
948,宜昌西陵谭思平诊所,PDY028813,民营,诊所类,营利性医疗机构,,西陵区
949,宜昌西陵康泰诊所,PDY021435,民营,诊所类,营利性医疗机构,,西陵区
950,宜昌西陵宜视达诊所,MAC53CGL6,民营,诊所类,营利性医疗机构,,西陵区
951,宜昌西陵嘉惠尔医疗美容门诊部,MA4961J92,民营,诊所类,营利性医疗机构,,西陵区
952,宜昌高新会民诊所,MA4CP5726,民营,诊所类,营利性医疗机构,,西陵区
953,宜昌高新泽仁诊所,MA4CRTC91,民营,诊所类,营利性医疗机构,,西陵区
954,宜昌八零九诊所,MAD3LEM73,民营,诊所类,营利性医疗机构,,西陵区
955,宜昌高新榕树家康轩中医诊所,PDY846875,民营,诊所类,营利性医疗机构,,西陵区
956,宜昌高新文春生诊所,MA4B3H9L6,民营,诊所类,营利性医疗机构,,西陵区
957,宜昌高新强生诊所,L35557311,民营,诊所类,营利性医疗机构,,西陵区
958,宜昌高新张雪诊所,PDY933020,民营,诊所类,营利性医疗机构,,西陵区
959,宜昌西陵榕树家百杏中医诊所,MACA8XW64,民营,诊所类,营利性医疗机构,,西陵区
960,宜昌西陵泽宇轩中医诊所,MADT1X3E6,民营,诊所类,营利性医疗机构,,西陵区
961,宜昌西陵御景诊所,MADEHTY36,民营,诊所类,营利性医疗机构,,西陵区
962,宜昌西陵万杰口腔门诊部,PDY028514,民营,诊所类,营利性医疗机构,,西陵区
963,宜昌西陵国爱诊所,PDY93316X,民营,诊所类,营利性医疗机构,,西陵区
964,宜昌西陵气象台诊所,PDY020600,民营,诊所类,营利性医疗机构,,西陵区
965,宜昌西陵玉康诊所,PDY028055,民营,诊所类,营利性医疗机构,,西陵区
966,宜昌西陵伊莱美整形医疗美容门诊部,PDY933573,民营,诊所类,营利性医疗机构,,西陵区
967,宜昌西陵肤康诊所,MACFAJN80,民营,诊所类,营利性医疗机构,,西陵区
968,梅兰居（宜昌）养老服务有限公司医务室,PDY934461,民营,诊所类,营利性医疗机构,,西陵区
969,宜昌西陵惠好诊所,PDY020096,民营,诊所类,营利性医疗机构,,西陵区
970,宜昌西陵济世堂诊所,PDY028549,民营,诊所类,营利性医疗机构,,西陵区
971,宜昌西陵布耐德中医诊所,PDY933637,民营,诊所类,营利性医疗机构,,西陵区
972,宜昌立吉美医疗美容诊所,MA49BFNT7,民营,诊所类,营利性医疗机构,,西陵区
973,宜昌西陵美佳口腔诊所,PDY933709,民营,诊所类,营利性医疗机构,,西陵区
974,宜昌西陵卢万芋中医诊所,MAC8ANKA2,民营,诊所类,营利性医疗机构,,西陵区
975,宜昌雨之堂中医门诊部,MA498XKY1,民营,诊所类,营利性医疗机构,,西陵区
976,宜昌西陵宜福中医诊所,MAC1PJW1X,民营,诊所类,营利性医疗机构,,西陵区
977,宜昌西陵大智慧中医诊所,MA49HGG19,民营,诊所类,营利性医疗机构,,西陵区
978,宜昌西陵华清中医诊所,MAC3Y4NJX,民营,诊所类,营利性医疗机构,,西陵区
979,宜昌西陵芳华年养老服务中心卫生室,PDY933792,民营,诊所类,营利性医疗机构,,西陵区
980,宜昌西陵宁康诊所,MA4DCG0N3,民营,诊所类,营利性医疗机构,,西陵区
981,宜昌西陵黛颜医疗美容诊所,MA48H9GK4,民营,诊所类,营利性医疗机构,,西陵区
982,宜昌西陵知玄中医（综合）诊所,MA7GHUND1,民营,诊所类,营利性医疗机构,,西陵区
983,宜昌牙管家口腔门诊部,MA4F3DYF9,民营,诊所类,营利性医疗机构,,西陵区
984,宜昌西陵沃康中医诊所,MAC69LJM1,民营,诊所类,营利性医疗机构,,西陵区
985,宜昌西陵育才路特疗诊所,PDY000044,民营,诊所类,非营利性医疗机构,,西陵区
986,宜昌西陵恒康诊所,PDY029138,民营,诊所类,营利性医疗机构,,西陵区
987,宜昌西陵邓宜诊所,MABRFRWY9,民营,诊所类,营利性医疗机构,,西陵区
988,宜昌西陵王成口腔诊所,PDY028346,民营,诊所类,营利性医疗机构,,西陵区
989,宜昌西陵罗清峰中医诊所,MACGF2FKX,民营,诊所类,营利性医疗机构,,西陵区
990,宜昌西陵咏善中医诊所,MA4F15YM3,民营,诊所类,营利性医疗机构,,西陵区
991,宜昌西陵康成诊所,PDY026543,民营,诊所类,营利性医疗机构,,西陵区
992,宜昌高新美尔口腔诊所,MA4B1WK71,民营,诊所类,营利性医疗机构,,西陵区
993,国药（宜昌）口腔门诊部,MA4F1TPU7,民营,诊所类,营利性医疗机构,,西陵区
994,宜昌西陵唐家湾知玄中医（综合）诊所,PDY93447X,民营,诊所类,营利性医疗机构,,西陵区
995,宜昌牙管家古佛寺口腔诊所,MADQA8561,民营,诊所类,营利性医疗机构,,西陵区
996,宜昌高新立宇方诊所,420070758,民营,诊所类,营利性医疗机构,,西陵区
997,宜昌西陵承梅整形美容诊所,PDY933944,民营,诊所类,营利性医疗机构,,西陵区
998,宜昌西陵众大口腔门诊部,PDY933768,民营,诊所类,营利性医疗机构,,西陵区
999,宜昌市西陵区葛洲坝街道东湖中医诊所,PDY934437,民营,诊所类,非营利性医疗机构,,西陵区
1000,湖北国际旅行社卫生保健中心宜昌门诊部,PDY933223,公立,诊所类,非营利性医疗机构,,伍家岗区
1001,宜昌市反腐倡廉教育中心医务室,PDY934445,公立,诊所类,非营利性医疗机构,,伍家岗区
1002,宜昌市第十一中学医务室,PDY030913,公立,诊所类,非营利性医疗机构,,伍家岗区
1003,宜昌市疾病控制中心门诊部,PDY030323,公立,诊所类,非营利性医疗机构,,伍家岗区
1004,宜昌市伍家岗区隆中路小学医务室,PDY933215,公立,诊所类,非营利性医疗机构,,伍家岗区
1005,宜昌市伍家岗区爱心护理院,PDY933151,公立,诊所类,非营利性医疗机构,,伍家岗区
1006,宜昌市第二人民医院宜昌市第一强制隔离戒毒所卫生所,PDY934330,公立,诊所类,非营利性医疗机构,,伍家岗区
1007,三峡大学附属仁和医院康复门诊部,PDY934293,公立,诊所类,非营利性医疗机构,,伍家岗区
1008,宜昌市外国语初级中学卫生站,PDY933063,公立,诊所类,非营利性医疗机构,,伍家岗区
1009,宜昌市伍家岗区宏建诊所,PDY031051,公立,诊所类,非营利性医疗机构,,伍家岗区
1010,宜昌市第六中学卫生站,PDY932925,公立,诊所类,非营利性医疗机构,,伍家岗区
1011,宜昌市第二人民医院宜昌市拘留所卫生所,PDY934277,公立,诊所类,非营利性医疗机构,,伍家岗区
1012,宜昌市第二人民医院宜昌市第一看守卫生所,PDY934285,公立,诊所类,非营利性医疗机构,,伍家岗区
1013,宜昌市伍家岗区疾病预防控制中心门诊部,PDY934461,公立,诊所类,非营利性医疗机构,,伍家岗区
1014,宜昌伍家岗费群英呗尔特口腔诊所,PDY93324X,民营,诊所类,营利性医疗机构,,伍家岗区
1015,宜昌金颜口腔诊所,PDY934242,民营,诊所类,营利性医疗机构,,伍家岗区
1016,宜昌伍家岗祝安堂诊所,PDY934226,民营,诊所类,营利性医疗机构,,伍家岗区
1017,宜昌市现代信息中等职业技术学校卫生站,PDY934154,民营,诊所类,营利性医疗机构,,伍家岗区
1018,宜昌伍家岗郑翠娥泰江诊所,PDY038536,民营,诊所类,营利性医疗机构,,伍家岗区
1019,宜昌伍家岗闵建丽乐加口腔诊所,PDY933514,民营,诊所类,营利性医疗机构,,伍家岗区
1020,宜昌伍家岗林龙莲美立刻口腔诊所,PDY933522,民营,诊所类,营利性医疗机构,,伍家岗区
1021,宜昌伍家岗熊英康安诊所,PDY031115,民营,诊所类,营利性医疗机构,,伍家岗区
1022,湖北研多萃熊派美学医疗美容诊所,PDY934197,民营,诊所类,营利性医疗机构,,伍家岗区
1023,宜昌伍家岗张绍富众健诊所,PDY030366,民营,诊所类,营利性医疗机构,,伍家岗区
1024,宜昌伍家岗中汉口腔门诊部,PDY933469,民营,诊所类,营利性医疗机构,,伍家岗区
1025,宜昌榕树家善禾中医诊所,PDY933725,民营,诊所类,营利性医疗机构,,伍家岗区
1026,宜昌伍家岗昭福中医诊所,PDY93404X,民营,诊所类,营利性医疗机构,,伍家岗区
1027,宜昌伍家岗瑞康诊所,PDY933303,民营,诊所类,营利性医疗机构,,伍家岗区
1028,宜昌伍家岗健鑫口腔诊所,PDY934437,民营,诊所类,营利性医疗机构,,伍家岗区
1029,宜昌伍家岗齐露丹中西医结合诊所,PDY933311,民营,诊所类,营利性医疗机构,,伍家岗区
1030,宜昌伍家岗西米口腔诊所,PDY93471X,民营,诊所类,非营利性医疗机构,,伍家岗区
1031,宜昌伍家岗吕尧诊所,PDY000028,民营,诊所类,非营利性医疗机构,,伍家岗区
1032,北京同仁堂宜昌伍家岗胜利路中医诊所,PDY933290,民营,诊所类,营利性医疗机构,,伍家岗区
1033,宜昌陆古堂诊所,PDY933848,民营,诊所类,营利性医疗机构,,伍家岗区
1034,宜昌伍家岗源研医疗美容诊所,PDY933653,民营,诊所类,营利性医疗机构,,伍家岗区
1035,宜昌伍家岗精草康堂诊所,PDY933506,民营,诊所类,营利性医疗机构,,伍家岗区
1036,宜昌伍家岗爱康中医诊所,PDY934429,民营,诊所类,营利性医疗机构,,伍家岗区
1037,宜昌伍家岗万氏诊所,PDY933135,民营,诊所类,非营利性医疗机构,,伍家岗区
1038,宜昌东辰心语中医诊所,PDY934111,民营,诊所类,营利性医疗机构,,伍家岗区
1039,宜昌伍家岗岳氏中医诊所,PDY93316X,民营,诊所类,营利性医疗机构,,伍家岗区
1040,宜昌伍家岗凤禧诊所,PDY934381,民营,诊所类,营利性医疗机构,,伍家岗区
1041,宜昌伍家岗谭众诊所,PDY030788,民营,诊所类,营利性医疗机构,,伍家岗区
1042,宜昌伍家岗融惠诊所,PDY934373,民营,诊所类,营利性医疗机构,,伍家岗区
1043,宜昌伍家岗汪焕然艾家咀诊所,PDY000167,民营,诊所类,营利性医疗机构,,伍家岗区
1044,宜昌伍家岗张楠诊所,PDY031027,民营,诊所类,营利性医疗机构,,伍家岗区
1045,宜昌伍家岗郑松牙牙乐口腔诊所,PDY065323,民营,诊所类,营利性医疗机构,,伍家岗区
1046,宜昌伍家岗宜健灵盲人医疗按摩所,PDY933733,民营,诊所类,营利性医疗机构,,伍家岗区
1047,宜昌伍家岗万兴口腔门诊部,PDY934613,民营,诊所类,非营利性医疗机构,,伍家岗区
1048,宜昌伍家岗亚江诊所,PDY030630,民营,诊所类,营利性医疗机构,,伍家岗区
1049,宜昌伍家岗邓良新东辰口腔诊所,PDY031094,民营,诊所类,营利性医疗机构,,伍家岗区
1050,宜昌伍家岗熊氏中西医诊所,PDY934162,民营,诊所类,营利性医疗机构,,伍家岗区
1051,宜昌伍家岗杨仁贵中医诊所,PDY03085X,民营,诊所类,营利性医疗机构,,伍家岗区
1052,宜昌伍家岗世有诊所,PDY060434,民营,诊所类,营利性医疗机构,,伍家岗区
1053,宜昌龙盘湖国际学校医务室,077026436,民营,诊所类,非营利性医疗机构,,伍家岗区
1054,宜昌三聚堂中医诊所有限公司采济堂中医诊所,PDY060389,民营,诊所类,营利性医疗机构,,伍家岗区
1055,宜昌伍家岗辛夷口腔诊所,PDY060397,民营,诊所类,营利性医疗机构,,伍家岗区
1056,宜昌伍家岗王雪梅艾雅口腔诊所,PDY000116,民营,诊所类,营利性医疗机构,,伍家岗区
1057,宜昌伍家岗郑令俊诊所,PDY933549,民营,诊所类,营利性医疗机构,,伍家岗区
1058,宜昌伍家岗熊玮口腔门诊部,PDY933207,民营,诊所类,营利性医疗机构,,伍家岗区
1059,宜昌伍家岗黄兵濒湖盲医按摩诊所,PDY06534X,民营,诊所类,非营利性医疗机构,,伍家岗区
1060,宜昌伍家岗精诚口腔诊所,PDY933258,民营,诊所类,营利性医疗机构,,伍家岗区
1061,伍家岗临江溪社区医疗门诊部,PDY932917,民营,诊所类,非营利性医疗机构,,伍家岗区
1062,宜昌爱合维爱口腔门诊部,PDY933354,民营,诊所类,营利性医疗机构,,伍家岗区
1063,宜昌伍家岗政阳诊所,PDY934680,民营,诊所类,非营利性医疗机构,,伍家岗区
1064,宜昌众大汇口腔门诊部,PDY93340X,民营,诊所类,非营利性医疗机构,,伍家岗区
1065,宜昌伍家岗济民中医诊所,PDY030796,民营,诊所类,营利性医疗机构,,伍家岗区
1066,宜昌伍家岗蒋勇诊所,PDY000212,民营,诊所类,营利性医疗机构,,伍家岗区
1067,宜昌伍家岗李强皮肤堂诊所,PDY03026X,民营,诊所类,营利性医疗机构,,伍家岗区
1068,宜昌伍家岗蒋斌诊所,PDY031035,民营,诊所类,营利性医疗机构,,伍家岗区
1069,宜昌伍家岗全莉顺意堂诊所,PDY030585,民营,诊所类,营利性医疗机构,,伍家岗区
1070,宜昌伍家岗王太平心和堂中医诊所,PDY93375X,民营,诊所类,营利性医疗机构,,伍家岗区
1071,宜昌爱合口腔医院维乐口腔门诊部,PDY933477,民营,诊所类,营利性医疗机构,,伍家岗区
1072,宜昌伍家岗禧满法肤博士医疗美容诊所,PDY934189,民营,诊所类,营利性医疗机构,,伍家岗区
1073,宜昌伍家岗创麒口腔诊所,PDY933389,民营,诊所类,营利性医疗机构,,伍家岗区
1074,宜昌伍家岗东星社区医疗门诊部,PDY933418,民营,诊所类,营利性医疗机构,,伍家岗区
1075,宜昌伍家岗郭保华德康诊所,PDY028020,民营,诊所类,营利性医疗机构,,伍家岗区
1076,宜昌伍家岗曹江雨康惠口腔诊所,PDY000132,民营,诊所类,营利性医疗机构,,伍家岗区
1077,宜昌伍家岗恩熙医疗美容门诊部,PDY93420X,民营,诊所类,营利性医疗机构,,伍家岗区
1078,宜昌伍家岗魏朝秀诊所,PDY030761,民营,诊所类,营利性医疗机构,,伍家岗区
1079,宜昌伍家岗李登云诊所,PDY030673,民营,诊所类,营利性医疗机构,,伍家岗区
1080,宜昌伍家岗建划诊所,PDY934234,民营,诊所类,营利性医疗机构,,伍家岗区
1081,宜昌伍家岗蒋劲松楚康诊所,PDY030243,民营,诊所类,营利性医疗机构,,伍家岗区
1082,宜昌伍家岗玖珍堂中医诊所,PDY934648,民营,诊所类,非营利性医疗机构,,伍家岗区
1083,宜昌伍家岗同纤堂诊所,PDY933661,民营,诊所类,营利性医疗机构,,伍家岗区
1084,宜昌伍家岗姚淑远弘康诊所,PDY933602,民营,诊所类,营利性医疗机构,,伍家岗区
1085,宜昌伍家岗张友松诊所,PDY030358,民营,诊所类,营利性医疗机构,,伍家岗区
1086,宜昌伍家岗宏健诊所,PDY933370,民营,诊所类,营利性医疗机构,,伍家岗区
1087,宜昌伍家岗康达中医诊所,PDY030382,民营,诊所类,营利性医疗机构,,伍家岗区
1088,宜昌伍家岗榕树家云悦中医诊所,PDY934656,民营,诊所类,非营利性医疗机构,,伍家岗区
1089,宜昌伍家岗颜济堂中医诊所,PDY933821,民营,诊所类,营利性医疗机构,,伍家岗区
1090,宜昌伍家岗隆泰诊所,PDY000175,民营,诊所类,营利性医疗机构,,伍家岗区
1091,宜昌伍家岗牛德富乐雅诊所,PDY030286,民营,诊所类,营利性医疗机构,,伍家岗区
1092,宜昌伍家岗康仁门诊部,PDY933442,民营,诊所类,营利性医疗机构,,伍家岗区
1093,宜昌伍家岗热电诊所,PDY030200,民营,诊所类,营利性医疗机构,,伍家岗区
1094,宜昌河马口腔诊所,PDY934269,民营,诊所类,营利性医疗机构,,伍家岗区
1095,宜昌伍家岗九安中医诊所,PDY933776,民营,诊所类,营利性医疗机构,,伍家岗区
1096,宜昌伍家岗陈坤儿科诊所,PDY934218,民营,诊所类,营利性医疗机构,,伍家岗区
1097,宜昌伍家岗沈世中医诊所,PDY030753,民营,诊所类,营利性医疗机构,,伍家岗区
1098,宜昌伍家岗黄永艳白洋诊所,PDY038325,民营,诊所类,非营利性医疗机构,,伍家岗区
1099,宜昌伍家岗康欣诊所,PDY031158,民营,诊所类,营利性医疗机构,,伍家岗区
1100,宜昌伍家岗匠歆医疗美容诊所,PDY934701,民营,诊所类,非营利性医疗机构,,伍家岗区
1101,宜昌伍家岗超然口腔诊所,PDY934584,民营,诊所类,非营利性医疗机构,,伍家岗区
1102,宜昌伍家岗艾思眼科诊所,PDY933805,民营,诊所类,营利性医疗机构,,伍家岗区
1103,宜昌伍家岗挖藕医疗美容诊所,PDY933741,民营,诊所类,营利性医疗机构,,伍家岗区
1104,宜昌金明和胃诊所,PDY030729,民营,诊所类,营利性医疗机构,,伍家岗区
1105,宜昌伍家岗万飞雪诊所,PDY038253,民营,诊所类,营利性医疗机构,,伍家岗区
1106,宜昌伍家岗梅氏中医诊所,PDY933178,民营,诊所类,营利性医疗机构,,伍家岗区
1107,宜昌素龄榕树家世纪花园中医诊所,PDY933813,民营,诊所类,营利性医疗机构,,伍家岗区
1108,宜昌伍家岗疫品康诊所,PDY934699,民营,诊所类,非营利性医疗机构,,伍家岗区
1109,伍家岗仁康综合门诊部,MA48BE122,民营,诊所类,营利性医疗机构,,伍家岗区
1110,宜昌伍家岗徐锡顺汇康内科诊所,PDY03018X,民营,诊所类,营利性医疗机构,,伍家岗区
1111,宜昌伍家岗益健诊所,PDY031086,民营,诊所类,营利性医疗机构,,伍家岗区
1112,宜昌伍家岗小文文中医诊所,PDY933581,民营,诊所类,营利性医疗机构,,伍家岗区
1113,宜昌伍家岗彭玉莲创福诊所,PDY933709,民营,诊所类,营利性医疗机构,,伍家岗区
1114,宜昌伍家岗彭晓荷金台口腔诊所,PDY030526,民营,诊所类,营利性医疗机构,,伍家岗区
1115,宜昌牙卫士口腔诊所,PDY933565,民营,诊所类,营利性医疗机构,,伍家岗区
1116,宜昌伍家岗桔子口腔诊所,PDY933696,民营,诊所类,营利性医疗机构,,伍家岗区
1117,宜昌伍家岗江山多娇中医诊所,PDY934410,民营,诊所类,营利性医疗机构,,伍家岗区
1118,宜昌伍家岗回生堂中医诊所,PDY933645,民营,诊所类,营利性医疗机构,,伍家岗区
1119,宜昌伍家岗胞倍力中医诊所,PDY934365,民营,诊所类,营利性医疗机构,,伍家岗区
1120,宜昌田氏承济中医诊所,PDY933717,民营,诊所类,营利性医疗机构,,伍家岗区
1121,宜昌伍家岗周氏诊所,PDY934314,民营,诊所类,营利性医疗机构,,伍家岗区
1122,宜昌伍家岗赵虎中医诊所,PDY030825,民营,诊所类,营利性医疗机构,,伍家岗区
1123,宜昌伍家岗正会中医诊所,PDY030067,民营,诊所类,营利性医疗机构,,伍家岗区
1124,宜昌伍家岗陈氏中医诊所,PDY933127,民营,诊所类,营利性医疗机构,,伍家岗区
1125,宜昌伍家岗韩庆莉皓康诊所,PDY000183,民营,诊所类,营利性医疗机构,,伍家岗区
1126,宜昌伍家岗区东珺口腔诊所,PDY934605,民营,诊所类,非营利性医疗机构,,伍家岗区
1127,宜昌伍家岗胡刚德新诊所,PDY000204,民营,诊所类,营利性医疗机构,,伍家岗区
1128,宜昌伍家岗茗孺堂综合门诊部,PDY934015,民营,诊所类,营利性医疗机构,,伍家岗区
1129,宜昌伍家岗益齿生口腔诊所,PDY934074,民营,诊所类,营利性医疗机构,,伍家岗区
1130,宜昌伍家岗熙娅医疗美容诊所,PDY934664,民营,诊所类,非营利性医疗机构,,伍家岗区
1131,宜昌伍家美康口腔诊所,PDY030964,民营,诊所类,营利性医疗机构,,伍家岗区
1132,宜昌伍家岗续端诊所,PDY932941,民营,诊所类,营利性医疗机构,,伍家岗区
1133,宜昌伍家岗品胜口腔诊所,PDY933274,民营,诊所类,营利性医疗机构,,伍家岗区
1134,宜昌东辰心语中医诊所,PDY030593,民营,诊所类,营利性医疗机构,,伍家岗区
1135,宜昌伍家岗慎佳怡众美口腔诊所,PDY933573,民营,诊所类,营利性医疗机构,,伍家岗区
1136,宜昌伍家岗邵莉平口腔诊所,PDY000044,民营,诊所类,营利性医疗机构,,伍家岗区
1137,宜昌宏阳诊所,PDY060442,民营,诊所类,营利性医疗机构,,伍家岗区
1138,宜昌伍家岗张瑜中医诊所,PDY065518,民营,诊所类,营利性医疗机构,,伍家岗区
1139,宜昌伍家岗皓德诊所,PDY933637,民营,诊所类,营利性医疗机构,,伍家岗区
1140,宜昌伍家岗朱作冲好牙依口腔诊所,PDY934023,民营,诊所类,营利性医疗机构,,伍家岗区
1141,宜昌岗华修方涞曼医疗美容诊所,PDY934138,民营,诊所类,营利性医疗机构,,伍家岗区
1142,宜昌伍家岗朱慰口腔诊所,L82215461,民营,诊所类,营利性医疗机构,,伍家岗区
1143,宜昌伍家岗鑫康诊所,PDY934146,民营,诊所类,营利性医疗机构,,伍家岗区
1144,宜昌满益堂榕树家中医诊所,PDY030542,民营,诊所类,营利性医疗机构,,伍家岗区
1145,宜昌伍家岗陈万会时代口腔诊所,PDY93295X,民营,诊所类,营利性医疗机构,,伍家岗区
1146,宜昌伍家岗梅大钊诊所,PDY030577,民营,诊所类,营利性医疗机构,,伍家岗区
1147,宜昌伍家岗税成明诊所,PDY03077X,民营,诊所类,营利性医疗机构,,伍家岗区
1148,宜昌伍家岗榕树家德元中医诊所,PDY934066,民营,诊所类,营利性医疗机构,,伍家岗区
1149,宜昌伍家岗陈劲松福鑫口腔诊所,PDY02066X,民营,诊所类,营利性医疗机构,,伍家岗区
1150,宜昌伍家岗刘传福诊所,PDY933119,民营,诊所类,非营利性医疗机构,,伍家岗区
1151,宜昌伍家岗瑞齿口腔诊所,PDY000108,民营,诊所类,非营利性医疗机构,,伍家岗区
1152,宜昌伍家岗卫康诊所,PDY030569,民营,诊所类,营利性医疗机构,,伍家岗区
1153,宜昌伍家岗张艳同和诊所,PDY933194,民营,诊所类,营利性医疗机构,,伍家岗区
1154,宜昌伍家岗臻萃轩中医诊所,PDY934090,民营,诊所类,营利性医疗机构,,伍家岗区
1155,宜昌伍家岗李征宇时运诊所,PDY030251,民营,诊所类,非营利性医疗机构,,伍家岗区
1156,宜昌伍家岗陈芸益合口腔诊所,PDY934250,民营,诊所类,营利性医疗机构,,伍家岗区
1157,宜昌伍家岗蒋义华合益诊所,PDY000159,民营,诊所类,营利性医疗机构,,伍家岗区
1158,宜昌伍家岗时代口腔诊所,PDY060215,民营,诊所类,营利性医疗机构,,伍家岗区
1159,宜昌伍家岗康瑞中医诊所,PDY933530,民营,诊所类,营利性医疗机构,,伍家岗区
1160,宜昌伍家岗美信口腔诊所,PDY030374,民营,诊所类,营利性医疗机构,,伍家岗区
1161,宜昌伍家岗江渝诊所,PDY934058,民营,诊所类,营利性医疗机构,,伍家岗区
1162,宜昌伍家岗平惠诊所,PDY030294,民营,诊所类,营利性医疗机构,,伍家岗区
1163,宜昌伍家岗众大汇口腔众诺诊所,PDY065331,民营,诊所类,营利性医疗机构,,伍家岗区
1164,宜昌恒春茂中医诊所,PDY933768,民营,诊所类,营利性医疗机构,,伍家岗区
