xh,jgmc,wsjglb,xzqh,mzzlrc,bz,tjsj
2051,茅坪镇九里村卫生室,村卫生室（所）,秭归县,6930,,2025.6
2052,水田坝乡野桑坪卫生室,村卫生室（所）,秭归县,8908,,2025.6
2053,泄滩乡陈家湾卫生室,村卫生室（所）,秭归县,3030,,2025.6
2054,泄滩乡白家河村卫生室,村卫生室（所）,秭归县,5115,,2025.6
2055,九畹溪镇界垭卫生室,村卫生室（所）,秭归县,4212,,2025.6
2056,秭归县磨坪乡卢家堡村卫生室,村卫生室（所）,秭归县,1761,,2025.6
2057,磨坪乡三墩岩卫生室,村卫生室（所）,秭归县,3234,,2025.6
2058,杨林桥白鹤洞卫生室,村卫生室（所）,秭归县,4537,,2025.6
2059,泄滩乡牛口村卫生室,村卫生室（所）,秭归县,3587,,2025.6
2060,泄滩乡柴家湾村卫生室,村卫生室（所）,秭归县,3507,,2025.6
2061,九畹溪镇槐树坪村卫生室,村卫生室（所）,秭归县,4609,,2025.6
2062,杨林桥三渡河卫生室,村卫生室（所）,秭归县,4519,,2025.6
2063,杨林桥马回营村卫生室,村卫生室（所）,秭归县,1445,,2025.6
2064,九畹溪镇九畹溪卫生室,村卫生室（所）,秭归县,4390,,2025.6
2065,屈原镇西陵峡村卫生室,村卫生室（所）,秭归县,2478,,2025.6
2066,屈原镇屈原村卫生室,村卫生室（所）,秭归县,6983,,2025.6
2067,屈原镇凤凰溪卫生室,村卫生室（所）,秭归县,3448,,2025.6
2068,屈原镇长江村卫生室,村卫生室（所）,秭归县,1915,,2025.6
2069,屈原镇北峰卫生室　,村卫生室（所）,秭归县,6446,,2025.6
2070,郭家坝桐树湾村卫生室,村卫生室（所）,秭归县,4343,,2025.6
2071,沙镇溪镇长春村卫生室,村卫生室（所）,秭归县,1461,,2025.6
2072,两河口镇云盘村中心卫生室,村卫生室（所）,秭归县,12812,,2025.6
2073,两河口镇太坪村桥头卫生室,村卫生室（所）,秭归县,1870,,2025.6
2074,泄滩乡桂花坪村卫生室,村卫生室（所）,秭归县,4293,,2025.6
2075,两河口镇白庙岭村中心卫生室,村卫生室（所）,秭归县,11046,,2025.6
2076,两河口镇二甲村中心卫生室,村卫生室（所）,秭归县,11467,,2025.6
2077,归州白果园村卫生室　,村卫生室（所）,秭归县,4574,,2025.6
2078,杨林桥白岩卫生室,村卫生室（所）,秭归县,1505,,2025.6
2079,泄滩乡黄家山村卫生室,村卫生室（所）,秭归县,3320,,2025.6
2080,泄滩乡核桃坪村卫生室,村卫生室（所）,秭归县,4733,,2025.6
2081,杨林桥眉毛山村卫生室,村卫生室（所）,秭归县,3222,,2025.6
2082,杨林桥鼓锣坪卫生室,村卫生室（所）,秭归县,5171,,2025.6
2083,九畹溪镇砚窝台村卫生室,村卫生室（所）,秭归县,4905,,2025.6
2084,泄滩乡坊家山村卫生室,村卫生室（所）,秭归县,3555,,2025.6
2085,茅坪镇杨贵店村卫生室,村卫生室（所）,秭归县,13598,,2025.6
2086,两河口镇月明山村中心卫生室,村卫生室（所）,秭归县,9961,,2025.6
2087,沙镇溪镇范家坪村卫生室,村卫生室（所）,秭归县,8827,,2025.6
2088,沙镇溪镇倒座铺村卫生室,村卫生室（所）,秭归县,1877,,2025.6
2089,沙镇溪镇千将坪村卫生室,村卫生室（所）,秭归县,3417,,2025.6
2090,水田坝乡马营卫生室,村卫生室（所）,秭归县,9996,,2025.6
2091,沙镇溪镇马家山村卫生室,村卫生室（所）,秭归县,1762,,2025.6
2092,沙镇溪镇马家坝村卫生室,村卫生室（所）,秭归县,6705,,2025.6
2093,沙镇溪镇乐丰村卫生室,村卫生室（所）,秭归县,1414,,2025.6
2094,沙镇溪镇大浴池村卫生室,村卫生室（所）,秭归县,12880,,2025.6
2095,九畹溪镇九湾塘村卫生室,村卫生室（所）,秭归县,2674,,2025.6
2096,九畹溪镇金凤卫生室,村卫生室（所）,秭归县,5104,,2025.6
2097,两河口镇土珠庙村中心卫生室,村卫生室（所）,秭归县,3057,,2025.6
2098,九畹溪镇峡口村卫生室,村卫生室（所）,秭归县,2684,,2025.6
2099,九畹溪镇石柱村卫生室,村卫生室（所）,秭归县,7217,,2025.6
2100,沙镇溪镇树坪村卫生室,村卫生室（所）,秭归县,5515,,2025.6
2101,沙镇溪镇梅坪村卫生室,村卫生室（所）,秭归县,874,,2025.6
2102,九畹溪镇中阳坪村卫生室,村卫生室（所）,秭归县,1399,,2025.6
2103,九畹溪镇仙女村卫生室,村卫生室（所）,秭归县,1823,,2025.6
2104,泄滩乡徐家山村卫生室,村卫生室（所）,秭归县,2636,,2025.6
2105,泄滩乡徐家山村柳池子卫生室,村卫生室（所）,秭归县,4038,,2025.6
2106,泄滩乡陈家坡村卫生室,村卫生室（所）,秭归县,3602,,2025.6
2107,屈原镇仙女坪村卫生室,村卫生室（所）,秭归县,5340,,2025.6
2108,屈原镇铺坪村卫生室,村卫生室（所）,秭归县,5010,,2025.6
2109,屈原镇链子岩村卫生室,村卫生室（所）,秭归县,9218,,2025.6
2110,水田坝龙口卫生室,村卫生室（所）,秭归县,9053,,2025.6
2111,九畹溪镇周坪村卫生室,村卫生室（所）,秭归县,5429,,2025.6
2112,九畹溪镇罗圈荒卫生室,村卫生室（所）,秭归县,4798,,2025.6
2113,杨林桥天鹅卫生室,村卫生室（所）,秭归县,4626,,2025.6
2114,杨林桥镇杨林桥村卫生室,村卫生室（所）,秭归县,2078,,2025.6
2115,杨林桥云峰村卫生室,村卫生室（所）,秭归县,1773,,2025.6
2116,杨林桥凤凰岭村卫生室,村卫生室（所）,秭归县,2552,,2025.6
2117,两河口镇中心观村中心卫生室,村卫生室（所）,秭归县,9986,,2025.6
2118,郭家坝擂鼓台村卫生室,村卫生室（所）,秭归县,6984,,2025.6
2119,两河口镇香龙村中心卫生室,村卫生室（所）,秭归县,8271,,2025.6
2120,茅坪镇兰陵溪村卫生室,村卫生室（所）,秭归县,8610,,2025.6
2121,茅坪镇乔家坪村卫生室,村卫生室（所）,秭归县,5860,,2025.6
2122,茅坪镇庙河村卫生室,村卫生室（所）,秭归县,2560,,2025.6
2123,茅坪镇罗家村卫生室,村卫生室（所）,秭归县,2100,,2025.6
2124,茅坪镇金缸城村卫生室,村卫生室（所）,秭归县,4593,,2025.6
2125,茅坪镇花果园村卫生室,村卫生室（所）,秭归县,3500,,2025.6
2126,沙镇溪镇屯里荒村卫生室,村卫生室（所）,秭归县,5215,,2025.6
2127,水田坝乡三溪河村卫生室,村卫生室（所）,秭归县,18251,,2025.6
2128,九畹溪镇桂垭村卫生室,村卫生室（所）,秭归县,6694,,2025.6
2129,水田坝乡下坝村中心卫生室,村卫生室（所）,秭归县,8117,,2025.6
2130,水田坝王家桥卫生室,村卫生室（所）,秭归县,9997,,2025.6
2131,杨林桥响水洞卫生室,村卫生室（所）,秭归县,3590,,2025.6
2132,杨林桥西洋坪村卫生室,村卫生室（所）,秭归县,3138,,2025.6
2133,梅家河尤家湾村卫生室,村卫生室（所）,秭归县,2101,,2025.6
2134,梅家河下里坪村卫生室,村卫生室（所）,秭归县,4427,,2025.6
2135,梅家河三丈坪村卫生室,村卫生室（所）,秭归县,5793,,2025.6
2136,梅家河水田垭村卫生室,村卫生室（所）,秭归县,3449,,2025.6
2137,梅家河京丈坪村卫生室,村卫生室（所）,秭归县,4266,,2025.6
2138,归州贾家店村卫生室,村卫生室（所）,秭归县,4758,,2025.6
2139,归州镇周家湾村卫生室,村卫生室（所）,秭归县,2967,,2025.6
2140,梅家河肖家坪村卫生室,村卫生室（所）,秭归县,6071,,2025.6
2141,梅家河谭家岭村卫生室,村卫生室（所）,秭归县,2632,,2025.6
2142,梅家河王家坡村卫生室,村卫生室（所）,秭归县,2224,,2025.6
2143,归州镇香溪卫生室　,村卫生室（所）,秭归县,3323,,2025.6
2144,归州向家湾村卫生室,村卫生室（所）,秭归县,8294,,2025.6
2145,归州彭家坡村卫生室,村卫生室（所）,秭归县,3201,,2025.6
2146,梅家河陈家淌村卫生室,村卫生室（所）,秭归县,3511,,2025.6
2147,梅家河鲁家湾卫生室,村卫生室（所）,秭归县,3816,,2025.6
2148,梅家河郑家岭村卫生室,村卫生室（所）,秭归县,3518,,2025.6
2149,归州盐关村卫生室,村卫生室（所）,秭归县,3644,,2025.6
2150,归州镇向家店村卫生室,村卫生室（所）,秭归县,3425,,2025.6
2151,归州镇万古寺村卫生室,村卫生室（所）,秭归县,2559,,2025.6
2152,梅家河龙王山卫生室,村卫生室（所）,秭归县,4548,,2025.6
2153,归州屈原庙村卫生室,村卫生室（所）,秭归县,4925,,2025.6
2154,梅家河龟坪河村卫生室,村卫生室（所）,秭归县,2741,,2025.6
2155,长阳县资丘镇柳松坪村卫生室,村卫生室（所）,长阳县,8350,,2025.6
2156,长阳县渔峡口镇龙池村卫生室,村卫生室（所）,长阳县,4389,,2025.6
2157,长阳县渔峡口镇招徕河村卫生室,村卫生室（所）,长阳县,3897,,2025.6
2158,长阳县渔峡口镇沿坪村卫生室,村卫生室（所）,长阳县,6903,,2025.6
2159,长阳县渔峡口镇梁山坝村卫生室,村卫生室（所）,长阳县,7315,,2025.6
2160,长阳县鸭子口乡古坪村卫生室,村卫生室（所）,长阳县,6968,,2025.6
2161,长阳县贺家坪镇中岭村卫生室,村卫生室（所）,长阳县,9974,,2025.6
2162,长阳县磨市镇黄荆庄村卫生室,村卫生室（所）,长阳县,2561,,2025.6
2163,长阳县资丘镇对舞溪村卫生室,村卫生室（所）,长阳县,6146,,2025.6
2164,长阳县鸭子口乡巴山村卫生室,村卫生室（所）,长阳县,9924,,2025.6
2165,长阳县资丘镇天河坪村卫生室,村卫生室（所）,长阳县,8226,,2025.6
2166,长阳县大堰乡蔡家坪村卫生室,村卫生室（所）,长阳县,9756,,2025.6
2167,长阳县高家堰镇木桥溪村卫生室,村卫生室（所）,长阳县,320,,2025.6
2168,长阳县高家堰镇青岩村卫生室,村卫生室（所）,长阳县,2814,,2025.6
2169,长阳县都镇湾镇峰岩村卫生室,村卫生室（所）,长阳县,1975,,2025.6
2170,长阳县都镇湾镇龙潭坪村卫生室,村卫生室（所）,长阳县,9733,,2025.6
2171,长阳县龙舟坪镇王子石村卫生室,村卫生室（所）,长阳县,4783,,2025.6
2172,长阳县龙舟坪镇土地坡村卫生室,村卫生室（所）,长阳县,4799,,2025.6
2173,长阳县龙舟坪镇全伏山卫生室,村卫生室（所）,长阳县,3429,,2025.6
2174,长阳县资丘镇九龙村卫生室,村卫生室（所）,长阳县,4484,,2025.6
2175,长阳县都镇湾镇重溪村卫生室,村卫生室（所）,长阳县,5522,,2025.6
2176,长阳县高家堰镇古城村卫生室,村卫生室（所）,长阳县,9890,,2025.6
2177,长阳县大堰乡九柳坪村卫生室,村卫生室（所）,长阳县,4821,,2025.6
2178,长阳县磨市镇乌钵池村卫生室,村卫生室（所）,长阳县,3110,,2025.6
2179,长阳县都镇湾镇晓溪村卫生室,村卫生室（所）,长阳县,5717,,2025.6
2180,长阳县资丘镇竹园坪村卫生室,村卫生室（所）,长阳县,5126,,2025.6
2181,长阳县资丘镇中溪村卫生室,村卫生室（所）,长阳县,6249,,2025.6
2182,长阳县鸭子口乡马连坪村卫生室,村卫生室（所）,长阳县,13246,,2025.6
2183,长阳县鸭子口乡天柱山村卫生室,村卫生室（所）,长阳县,5213,,2025.6
2184,长阳县大堰乡千丈坑村卫生室,村卫生室（所）,长阳县,9719,,2025.6
2185,长阳县资丘镇杨家桥村卫生室,村卫生室（所）,长阳县,6526,,2025.6
2186,长阳县资丘镇西阳坡村卫生室,村卫生室（所）,长阳县,3526,,2025.6
2187,长阳县大堰乡居溪村卫生室,村卫生室（所）,长阳县,5220,,2025.6
2188,长阳县火烧坪乡溜沙口村卫生室,村卫生室（所）,长阳县,7024,,2025.6
2189,长阳县龙舟坪镇刘家坳村卫生室,村卫生室（所）,长阳县,6708,,2025.6
2190,长阳县龙舟坪镇晒鼓坪村卫生室,村卫生室（所）,长阳县,3523,,2025.6
2191,长阳县龙舟坪镇黄家坪村卫生室,村卫生室（所）,长阳县,4413,,2025.6
2192,长阳县龙舟坪镇胡家棚村卫生室,村卫生室（所）,长阳县,3235,,2025.6
2193,长阳县榔坪镇长丰村卫生室,村卫生室（所）,长阳县,9772,,2025.6
2194,长阳县榔坪镇茶园村卫生室,村卫生室（所）,长阳县,8889,,2025.6
2195,长阳县都镇湾镇金福村卫生室,村卫生室（所）,长阳县,5978,,2025.6
2196,长阳县鸭子口乡静安村卫生室,村卫生室（所）,长阳县,5917,,2025.6
2197,长阳县资丘镇柿坝村卫生室,村卫生室（所）,长阳县,9226,,2025.6
2198,长阳县都镇湾镇横山村卫生室,村卫生室（所）,长阳县,4916,,2025.6
2199,长阳县磨市镇玉宝村卫生室,村卫生室（所）,长阳县,1337,,2025.6
2200,长阳县高家堰镇界岭村卫生室,村卫生室（所）,长阳县,510,,2025.6
2201,长阳县大堰乡晓麻溪村卫生室,村卫生室（所）,长阳县,7967,,2025.6
2202,长阳县资丘镇万里城村卫生室,村卫生室（所）,长阳县,6126,,2025.6
2203,长阳县资丘镇水连村卫生室,村卫生室（所）,长阳县,5526,,2025.6
2204,长阳县都镇湾镇雪山河村卫生室,村卫生室（所）,长阳县,3224,,2025.6
2205,长阳县资丘镇陈家坪村卫生室,村卫生室（所）,长阳县,5524,,2025.6
2206,长阳县贺家坪镇七里坪村卫生室,村卫生室（所）,长阳县,8366,,2025.6
2207,长阳县都镇湾镇璞岭村卫生室,村卫生室（所）,长阳县,13990,,2025.6
2208,长阳县都镇湾镇朱栗山村卫生室,村卫生室（所）,长阳县,6894,,2025.6
2209,长阳县渔峡口镇岩松坪卫生室,村卫生室（所）,长阳县,1047,,2025.6
2210,长阳县渔峡口镇高峰村卫生室,村卫生室（所）,长阳县,5595,,2025.6
2211,长阳县都镇湾镇樟木垒村卫生室,村卫生室（所）,长阳县,5718,,2025.6
2212,长阳县都镇湾镇沙堤村卫生室,村卫生室（所）,长阳县,14293,,2025.6
2213,长阳县榔坪镇马坪村卫生室,村卫生室（所）,长阳县,8958,,2025.6
2214,长阳县都镇湾镇麻池村卫生室,村卫生室（所）,长阳县,13491,,2025.6
2215,长阳县渔峡口镇赵家湾村卫生室,村卫生室（所）,长阳县,1644,,2025.6
2216,长阳县都镇湾镇向王桥村卫生室,村卫生室（所）,长阳县,9089,,2025.6
2217,长阳县都镇湾镇响石村卫生室,村卫生室（所）,长阳县,4193,,2025.6
2218,长阳县都镇湾镇十五溪村卫生室,村卫生室（所）,长阳县,6314,,2025.6
2219,长阳县高家堰镇流溪村卫生室,村卫生室（所）,长阳县,9892,,2025.6
2220,长阳县磨市镇花桥村卫生室,村卫生室（所）,长阳县,3775,,2025.6
2221,长阳县贺家坪镇紫台村卫生室,村卫生室（所）,长阳县,425,,2025.6
2222,长阳县磨市镇峰山村卫生室,村卫生室（所）,长阳县,477,,2025.6
2223,长阳县鸭子口乡楠木坪村卫生室,村卫生室（所）,长阳县,6031,,2025.6
2224,长阳县大堰乡松元坪村卫生室,村卫生室（所）,长阳县,9947,,2025.6
2225,长阳县磨市镇多宝寺村卫生室,村卫生室（所）,长阳县,4972,,2025.6
2226,长阳县磨市镇磨市村卫生室,村卫生室（所）,长阳县,5835,,2025.6
2227,长阳县磨市镇芦溪村卫生室,村卫生室（所）,长阳县,3082,,2025.6
2228,长阳县榔坪镇梓榔坪村卫生室,村卫生室（所）,长阳县,10355,,2025.6
2229,长阳县鸭子口乡厚浪沱村卫生室,村卫生室（所）,长阳县,8156,,2025.6
2230,长阳县榔坪镇秀丰桥村卫生室,村卫生室（所）,长阳县,8363,,2025.6
2231,长阳县榔坪镇乐园村卫生室,村卫生室（所）,长阳县,11051,,2025.6
2232,长阳县榔坪镇沙地村卫生室,村卫生室（所）,长阳县,7185,,2025.6
2233,长阳县榔坪镇关口垭村卫生室,村卫生室（所）,长阳县,7973,,2025.6
2234,长阳县高家堰镇彭家河村卫生室,村卫生室（所）,长阳县,8780,,2025.6
2235,长阳县资丘镇五房岭村卫生室,村卫生室（所）,长阳县,4826,,2025.6
2236,长阳县大堰乡大堰村卫生室,村卫生室（所）,长阳县,9894,,2025.6
2237,长阳县大堰乡邓家冲村卫生室,村卫生室（所）,长阳县,6902,,2025.6
2238,长阳县渔峡口镇双龙村卫生室,村卫生室（所）,长阳县,5502,,2025.6
2239,长阳县渔峡口镇青龙村卫生室,村卫生室（所）,长阳县,8197,,2025.6
2240,长阳县都镇湾镇立志坪村卫生室,村卫生室（所）,长阳县,11769,,2025.6
2241,长阳县磨市镇柳津滩村卫生室,村卫生室（所）,长阳县,5312,,2025.6
2242,长阳县大堰乡赵家堰村卫生室,村卫生室（所）,长阳县,9844,,2025.6
2243,长阳县贺家坪镇堡镇村卫生室,村卫生室（所）,长阳县,7177,,2025.6
2244,长阳县都镇湾镇杜家冲村卫生室,村卫生室（所）,长阳县,3347,,2025.6
2245,长阳县渔峡口镇渔坪村卫生室,村卫生室（所）,长阳县,8110,,2025.6
2246,长阳县渔峡口镇布政村卫生室,村卫生室（所）,长阳县,3072,,2025.6
2247,长阳县都镇湾镇五尖山村卫生室,村卫生室（所）,长阳县,6358,,2025.6
2248,长阳县渔峡口镇枝柘坪村卫生室,村卫生室（所）,长阳县,7651,,2025.6
2249,长阳县渔峡口镇龙坪村卫生室,村卫生室（所）,长阳县,1654,,2025.6
2250,长阳县渔峡口镇板凳坳村卫生室,村卫生室（所）,长阳县,7400,,2025.6
2251,长阳县高家堰镇向日岭村卫生室,村卫生室（所）,长阳县,7580,,2025.6
2252,长阳县贺家坪镇龙王冲村卫生室,村卫生室（所）,长阳县,6928,,2025.6
2253,长阳县渔峡口镇施坪村卫生室,村卫生室（所）,长阳县,6216,,2025.6
2254,长阳县大堰乡边家坪村卫生室,村卫生室（所）,长阳县,5699,,2025.6
2255,长阳县贺家坪镇青岗坪村卫生室,村卫生室（所）,长阳县,19908,,2025.6
2256,长阳县鸭子口乡鸭子口村卫生室,村卫生室（所）,长阳县,4520,,2025.6
2257,长阳县资丘镇淋湘溪村卫生室,村卫生室（所）,长阳县,8026,,2025.6
2258,长阳县资丘镇凉水寺村卫生室,村卫生室（所）,长阳县,10588,,2025.6
2259,长阳县都镇湾镇城伍河村卫生室,村卫生室（所）,长阳县,2678,,2025.6
2260,长阳县资丘镇资丘村卫生室,村卫生室（所）,长阳县,10026,,2025.6
2261,长阳县大堰乡三洞水村卫生室,村卫生室（所）,长阳县,5165,,2025.6
2262,长阳县龙舟坪镇合子坳村卫生室,村卫生室（所）,长阳县,3493,,2025.6
2263,长阳县榔坪镇榔坪村卫生室,村卫生室（所）,长阳县,10042,,2025.6
2264,长阳县都镇湾镇杨柘坪村卫生室,村卫生室（所）,长阳县,5062,,2025.6
2265,长阳县都镇湾镇水竹园村卫生室,村卫生室（所）,长阳县,10667,,2025.6
2266,长阳县榔坪镇文家坪村卫生室,村卫生室（所）,长阳县,8457,,2025.6
2267,长阳县都镇湾镇嵩水坪村卫生室,村卫生室（所）,长阳县,6271,,2025.6
2268,长阳县都镇湾镇庄溪村卫生室,村卫生室（所）,长阳县,12882,,2025.6
2269,长阳县火烧坪乡黍子岭村卫生室,村卫生室（所）,长阳县,5964,,2025.6
2270,长阳县都镇湾镇西湾村卫生室,村卫生室（所）,长阳县,2098,,2025.6
2271,长阳县都镇湾镇塘坊河村卫生室,村卫生室（所）,长阳县,3667,,2025.6
2272,长阳县磨市镇三口堰村卫生室,村卫生室（所）,长阳县,2876,,2025.6
2273,长阳县火烧坪乡青树包村卫生室,村卫生室（所）,长阳县,19884,,2025.6
2274,长阳县资丘镇天池口村卫生室,村卫生室（所）,长阳县,6237,,2025.6
2275,长阳县鸭子口乡刘坪村卫生室,村卫生室（所）,长阳县,8246,,2025.6
2276,长阳县资丘镇黄柏山村卫生室,村卫生室（所）,长阳县,5226,,2025.6
2277,长阳县高家堰镇佑溪村卫生室,村卫生室（所）,长阳县,5252,,2025.6
2278,长阳县贺家坪镇贺家坪村卫生室,村卫生室（所）,长阳县,23005,,2025.6
2279,长阳县榔坪镇社坪村卫生室,村卫生室（所）,长阳县,11955,,2025.6
2280,长阳县榔坪镇八角庙村卫生室,村卫生室（所）,长阳县,9289,,2025.6
2281,长阳县大堰乡石滚淌村卫生室,村卫生室（所）,长阳县,5324,,2025.6
2282,长阳县贺家坪镇渔泉溪村卫生室,村卫生室（所）,长阳县,12925,,2025.6
2283,长阳县高家堰镇魏家洲村卫生室,村卫生室（所）,长阳县,5360,,2025.6
2284,长阳县贺家坪镇白沙驿村卫生室,村卫生室（所）,长阳县,11393,,2025.6
2285,长阳县高家堰镇金盆村卫生室,村卫生室（所）,长阳县,3480,,2025.6
2286,长阳县鸭子口乡杨溪村卫生室,村卫生室（所）,长阳县,5527,,2025.6
2287,长阳县大堰乡清水堰村卫生室,村卫生室（所）,长阳县,9798,,2025.6
2288,长阳县磨市镇马鞍山村卫生室,村卫生室（所）,长阳县,1367,,2025.6
2289,长阳县大堰乡桂花园村卫生室,村卫生室（所）,长阳县,9297,,2025.6
2290,长阳县大堰乡钟家湾村卫生室,村卫生室（所）,长阳县,9996,,2025.6
2291,长阳县都镇湾镇高桥村卫生室,村卫生室（所）,长阳县,6744,,2025.6
2292,长阳县磨市镇救师口村卫生室,村卫生室（所）,长阳县,9850,,2025.6
2293,长阳县资丘镇泉水湾村卫生室,村卫生室（所）,长阳县,6581,,2025.6
2294,长阳县渔峡口镇西坪村卫生室,村卫生室（所）,长阳县,8800,,2025.6
2295,长阳县龙舟坪镇三渔冲村卫生室,村卫生室（所）,长阳县,5012,,2025.6
2296,长阳县龙舟坪镇厚丰溪村卫生室,村卫生室（所）,长阳县,4794,,2025.6
2297,长阳县龙舟坪镇两河口村卫生室,村卫生室（所）,长阳县,5623,,2025.6
2298,长阳县龙舟坪镇郑家榜村卫生室,村卫生室（所）,长阳县,5019,,2025.6
2299,长阳县龙舟坪镇王家棚卫生室,村卫生室（所）,长阳县,4985,,2025.6
2300,傅家堰乡鸭儿坪村卫生室,村卫生室（所）,五峰县,6774,,2025.6
2301,五峰镇谢家坪中心卫生室,村卫生室（所）,五峰县,6044,,2025.6
2302,渔洋关镇梅二冲村卫生室,村卫生室（所）,五峰县,9323,,2025.6
2303,仁和坪镇林家坪村卫生室,村卫生室（所）,五峰县,6384,,2025.6
2304,渔洋关镇王家坪村卫生室,村卫生室（所）,五峰县,7955,,2025.6
2305,仁和坪镇桥梁村卫生室,村卫生室（所）,五峰县,6117,,2025.6
2306,仁和坪镇富裕冲村卫生室,村卫生室（所）,五峰县,6929,,2025.6
2307,牛庄乡松木坪村卫生室,村卫生室（所）,五峰县,2882,,2025.6
2308,长乐坪镇三教庙村卫生室,村卫生室（所）,五峰县,7324,,2025.6
2309,渔洋关镇南河村卫生室,村卫生室（所）,五峰县,5281,,2025.6
2310,采花乡星岩坪村卫生室,村卫生室（所）,五峰县,4971,,2025.6
2311,采花乡宋家河中心卫生室,村卫生室（所）,五峰县,4407,,2025.6
2312,仁和坪镇枫香坪村卫生室,村卫生室（所）,五峰县,6469,,2025.6
2313,湾潭镇九门村卫生室,村卫生室（所）,五峰县,4385,,2025.6
2314,五峰镇水浕司中心卫生室,村卫生室（所）,五峰县,7508,,2025.6
2315,渔洋关镇鞍山中心卫生室,村卫生室（所）,五峰县,6611,,2025.6
2316,渔洋关镇大房坪村卫生室,村卫生室（所）,五峰县,10709,,2025.6
2317,长乐坪镇白鹿庄中心卫生室,村卫生室（所）,五峰县,7914,,2025.6
2318,渔洋关镇沙淌中心卫生室,村卫生室（所）,五峰县,6848,,2025.6
2319,渔洋关镇涨水坪中心卫生室,村卫生室（所）,五峰县,7449,,2025.6
2320,渔关镇汉马池村卫生室,村卫生室（所）,五峰县,13897,,2025.6
2321,五峰镇油菜坪村卫生室,村卫生室（所）,五峰县,3577,,2025.6
2322,傅家堰乡白庙村卫生室,村卫生室（所）,五峰县,6244,,2025.6
2323,湾潭镇小凤池村卫生室,村卫生室（所）,五峰县,3794,,2025.6
2324,傅家堰乡大龙坪中心卫生室,村卫生室（所）,五峰县,7077,,2025.6
2325,仁和坪镇杨柳池村卫生室,村卫生室（所）,五峰县,5380,,2025.6
2326,渔洋关镇桥河村卫生室,村卫生室（所）,五峰县,5423,,2025.6
2327,傅家堰乡火山村卫生室,村卫生室（所）,五峰县,5298,,2025.6
2328,湾潭镇茅庄村卫生室,村卫生室（所）,五峰县,3466,,2025.6
2329,仁和坪镇船山坪村卫生室,村卫生室（所）,五峰县,2996,,2025.6
2330,傅家堰乡桥料村卫生室,村卫生室（所）,五峰县,7123,,2025.6
2331,长乐坪镇菖蒲溪村卫生室,村卫生室（所）,五峰县,5159,,2025.6
2332,长乐坪镇腰牌村卫生室,村卫生室（所）,五峰县,3474,,2025.6
2333,长乐坪镇苏家河村卫生室,村卫生室（所）,五峰县,4397,,2025.6
2334,牛庄乡横茅湖村卫生室,村卫生室（所）,五峰县,6170,,2025.6
2335,牛庄乡牛庄村卫生室,村卫生室（所）,五峰县,2972,,2025.6
2336,渔洋关镇火田坑中心卫生室,村卫生室（所）,五峰县,5811,,2025.6
2337,傅家堰乡田家山村卫生室,村卫生室（所）,五峰县,3945,,2025.6
2338,长乐坪镇青岩冲村卫生室,村卫生室（所）,五峰县,4354,,2025.6
2339,长乐坪镇石桥沟村卫生室,村卫生室（所）,五峰县,4056,,2025.6
2340,牛庄乡池南村卫生室,村卫生室（所）,五峰县,3213,,2025.6
2341,仁和坪镇大栗树村卫生室,村卫生室（所）,五峰县,6886,,2025.6
2342,五峰镇黄粮坪村卫生室,村卫生室（所）,五峰县,4088,,2025.6
2343,湾潭镇红旗坪村卫生室,村卫生室（所）,五峰县,3893,,2025.6
2344,湾潭镇茶园村卫生室,村卫生室（所）,五峰县,3697,,2025.6
2345,仁和坪镇梅坪村卫生室,村卫生室（所）,五峰县,3323,,2025.6
2346,五峰镇石梁司村中心卫生室,村卫生室（所）,五峰县,12826,,2025.6
2347,长乐坪镇桥坪村卫生室,村卫生室（所）,五峰县,3970,,2025.6
2348,采花乡黄家台村卫生室,村卫生室（所）,五峰县,3764,,2025.6
2349,采花乡栗子坪村卫生室,村卫生室（所）,五峰县,5327,,2025.6
2350,长乐坪镇月山村卫生室,村卫生室（所）,五峰县,3699,,2025.6
2351,牛庄乡凌云村卫生室,村卫生室（所）,五峰县,3047,,2025.6
2352,五峰镇茅坪中心卫生室,村卫生室（所）,五峰县,6060,,2025.6
2353,五峰镇后河村卫生室,村卫生室（所）,五峰县,2748,,2025.6
2354,仁和坪镇业产坪村卫生室,村卫生室（所）,五峰县,8864,,2025.6
2355,仁和坪镇仁和坪村卫生室,村卫生室（所）,五峰县,10473,,2025.6
2356,湾潭镇锁金山村卫生室,村卫生室（所）,五峰县,5121,,2025.6
2357,湾潭镇三台坡村卫生室,村卫生室（所）,五峰县,2974,,2025.6
2358,湾潭镇鹿耳庄村卫生室,村卫生室（所）,五峰县,5956,,2025.6
2359,湾潭镇红烈村卫生室,村卫生室（所）,五峰县,4036,,2025.6
2360,长乐坪镇白岩坪中心卫生室,村卫生室（所）,五峰县,4396,,2025.6
2361,采花乡万里村卫生室,村卫生室（所）,五峰县,3796,,2025.6
2362,采花乡采花台村卫生室,村卫生室（所）,五峰县,3971,,2025.6
2363,采花乡白溢坪村卫生室,村卫生室（所）,五峰县,6550,,2025.6
2364,长乐坪镇红渔潭村卫生室,村卫生室（所）,五峰县,3577,,2025.6
2365,长乐坪镇甘沟村中心卫生室,村卫生室（所）,五峰县,3580,,2025.6
2366,牛庄乡沙河村卫生室,村卫生室（所）,五峰县,2846,,2025.6
2367,渔洋关镇曹家坪村卫生室,村卫生室（所）,五峰县,4758,,2025.6
